,id,name,screen_name,location,description,followers_count,friends_count,listed_count,created_time,favorites_count,timezone,statuses_count,language,topic,text,stance,count,Unnamed: 0,tweet_id,user_id,time,publishing_time,publishing_days,membership_age,membership_years,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anger,social,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,bio,drives,affiliation,achieve,power,reward,focuspast,focuspresent,focusfuture,relativ,motion,space,time.1,work,informal,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP
10,7.96e+17,Q,Preredacted,"Moscow, Russia",I enjoy drinking beer and falling asleep in unusual places. The original Q. A one man well-regulated militia.,1136.0,1256.0,19.0,11/7/2016 0:22,11346.0,,21107.0,en,backer,"Its tough seeing the pain in their faces from the tragedy, no? #rottenindenmark",Neutral,3.0,14.0,9.69e+17,7.96e+17,2/28/2018 0:14,13 days 09:44:59.000000000,13.0,731 days 22:01:02.034922000,2.0,13,23.17,98.93,1.0,1.0,13.0,15.38,92.31,61.54,23.08,23.08,0.0,0.0,0.0,23.08,0.0,7.69,15.38,7.69,7.69,7.69,7.69,15.38,0.0,0.0,0.0,0.0,7.69,7.69,0.0,7.69,0.0,30.77,0.0,7.69,0.0,0.0,0.0,0.0,7.69,0.0,7.69,7.69,0.0,7.69,0.0,7.69,0.0,0.0,0.0,15.38,0.0,0.0,0.0,0.0,0.0,7.69,0.0,84.62,30.77,0.0,23.08,23.08,7.69,0.0
11,15480873.0,Charles Song,CS70,Downtown,One day I'll find my dream burrito.,2573.0,724.0,102.0,7/18/2008 0:13,23338.0,,6280.0,en,backer,Any updates on the Colton Haab story?,Neutral,4.0,15.0,9.69e+17,15480873.0,2/28/2018 0:04,13 days 09:34:59.000000000,13.0,3765 days 22:09:40.034922000,10.0,13,97.77,50.0,1.4,1.0,6.5,15.38,92.31,53.85,15.38,7.69,0.0,0.0,0.0,7.69,7.69,15.38,15.38,0.0,0.0,0.0,7.69,7.69,7.69,0.0,0.0,0.0,0.0,23.08,0.0,15.38,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.38,7.69,15.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,7.69,0.0,0.0,0.0,23.08,0.0,7.69,7.69,0.0,0.0,7.69
12,8.77e+17,Hope Collins,Col42239925Hope,"Florida, USA",Love our country. 🇺🇸 support Israel 🇮🇱 Christian Retired health insurance specialist Love our POTUS tired of the crap like the rest of ppl.,2542.0,3334.0,0.0,6/19/2017 0:20,41074.0,,5030.0,en,backer,You have to be kidding. Politics/Soros taking advantage of a disaster at a school. This is about the lowest that anyone could stoop. Just makes my stomach flip,Strong Agreement,3.0,18.0,9.69e+17,8.77e+17,2/28/2018 0:22,13 days 09:52:05.000000000,13.0,507 days 22:02:26.034922000,1.0,7,99.0,92.33,89.63,25.77,7.0,14.29,71.43,28.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,14.29,0.0,14.29,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57,0.0,14.29,14.29,0.0,0.0,14.29,0.0,0.0,14.29,0.0,0.0,0.0
13,7.57e+17,General Lee Marvin,dave_notdave,"No Name City, CA",Born: under a wandrin' star. 🌟Creed: There's two kinds of people - them goin' somewhere & them goin' nowhere. 🇺🇸 #MAGA #DEPLORABLE #COS #TRUMPSTER ♥️🇺🇸,7101.0,7815.0,2.0,7/24/2016 0:04,107385.0,,45804.0,en,backer,Puppets.,Neutral,4.0,19.0,9.69e+17,7.57e+17,2/28/2018 0:15,13 days 09:45:36.000000000,13.0,837 days 22:18:34.034922000,2.0,29,68.4,84.96,1.0,25.77,7.25,17.24,89.66,58.62,17.24,6.9,3.45,3.45,0.0,0.0,10.34,10.34,13.79,13.79,6.9,0.0,0.0,20.69,6.9,3.45,0.0,0.0,0.0,13.79,6.9,6.9,0.0,10.34,0.0,10.34,0.0,3.45,3.45,3.45,0.0,0.0,0.0,0.0,3.45,17.24,0.0,3.45,6.9,6.9,0.0,13.79,0.0,6.9,0.0,6.9,0.0,6.9,0.0,13.79,10.34,0.0,0.0,0.0,0.0,3.45
14,183869529.0,Kingsley Nnaji🇺🇸,kingsleynnaji30,,#MAGA🇺🇸   #TRUMP🇺🇸,1170.0,1831.0,1.0,8/28/2010 0:02,4314.0,,1388.0,en,backer,Is a pity that the parents of this didn't understand what is going on in the United States. They don't know that they are being used,Weak Agreement,3.0,25.0,9.69e+17,183869529.0,3/1/2018 0:04,14 days 09:34:01.000000000,14.0,2994 days 22:20:40.034922000,8.0,1,92.84,50.0,1.0,25.77,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0
15,270540665.0,Bee🐝TheChange,highplainsgypsy,,"1946 vintage beekeeper, author, Patriot, lover of family, friends, country, freedom, dogs, #2A, rugged individualism and cryptos 🙏🏻❤️🇺🇸",317.0,601.0,6.0,3/22/2011 0:20,14587.0,,6587.0,en,backer,#PropagandaTool,Weak Agreement,3.0,29.0,9.69e+17,270540665.0,2/28/2018 0:12,13 days 09:42:48.000000000,13.0,2788 days 22:03:05.034922000,7.0,26,23.17,50.0,63.54,1.0,13.0,7.69,92.31,69.23,23.08,7.69,0.0,0.0,0.0,7.69,15.38,11.54,11.54,23.08,0.0,0.0,7.69,38.46,0.0,0.0,3.85,0.0,0.0,3.85,0.0,3.85,0.0,11.54,0.0,15.38,7.69,3.85,0.0,0.0,0.0,3.85,0.0,0.0,0.0,7.69,3.85,0.0,3.85,0.0,7.69,23.08,3.85,11.54,3.85,7.69,0.0,0.0,0.0,11.54,3.85,0.0,0.0,0.0,7.69,0.0
16,127354143.0,D. Owen Powell,WriteTonight,"Treasure Coast, FL","I write Fiction, now officially retired, schooled in hypnosis, US Army 3 years 65-68. Re Editing novel finishing another stand by. From: Akron, Ohio",1655.0,1462.0,88.0,3/28/2010 0:23,2440.0,,9167.0,en,backer,"There is no such thing as a #ConspiracyTheory. It will all come true, as in #fiction ... somewhere in time.",Weak Disagreement,3.0,36.0,9.69e+17,127354143.0,3/1/2018 0:04,14 days 09:34:05.000000000,14.0,3147 days 22:00:12.034922000,8.0,1,92.84,50.0,1.0,25.77,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0
17,9.15e+17,Truthseeker 💯✖,dementedlibs,Earth I think,"CNN is my favourite Drama/Comedy. Will follow you, if you follow me.Yes I'm a Twitter prostitute.",421.0,542.0,0.0,10/3/2017 0:12,641.0,,2574.0,en,backer,"Let me guess, that's a delta flight?",Neutral,3.0,37.0,9.69e+17,9.15e+17,3/1/2018 0:02,14 days 09:32:10.000000000,14.0,401 days 22:11:23.034922000,1.0,19,21.43,29.92,81.22,97.58,6.33,15.79,89.47,68.42,15.79,0.0,0.0,0.0,0.0,0.0,10.53,5.26,21.05,10.53,15.79,10.53,5.26,15.79,15.79,10.53,0.0,0.0,5.26,5.26,5.26,0.0,0.0,0.0,0.0,15.79,0.0,0.0,0.0,5.26,10.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.53,5.26,26.32,5.26,15.79,5.26,0.0,0.0,42.11,26.32,5.26,0.0,0.0,0.0,10.53
18,8.22e+17,"Educational & Political Research, Ltd.",JennaNeen,USA ,#EOE:Equal Opportunity Exposer of Political Corruption -Follow My Crumbs #Analyst #KAG NoDM/Lists/Trains #TipYourResearcher 😎 🇺🇸 Arm Yourself W/Information,1955.0,2049.0,1.0,1/18/2017 0:00,44119.0,,22229.0,en,backer,Excellent Reporting  George Soros always has money in Anti-American Everything,Strong Agreement,4.0,39.0,9.69e+17,8.22e+17,3/1/2018 0:01,14 days 09:31:56.000000000,14.0,659 days 22:23:16.034922000,1.0,7,5.53,7.67,89.63,25.77,7.0,0.0,85.71,57.14,28.57,14.29,14.29,0.0,0.0,0.0,14.29,14.29,0.0,28.57,0.0,0.0,0.0,42.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57,0.0,14.29,14.29,0.0,0.0,0.0,0.0,42.86,0.0,14.29,14.29,0.0,14.29,0.0
19,8.31e+17,name is different but still me.,mz_nubbie,U S A ,"I'll follow people who can 😂debate without being mean😎I love my 👪 my GOD😘my country 🤗.  TRUMP💞 
yes I changed this.  no lists",848.0,950.0,5.0,2/13/2017 0:16,5592.0,,13294.0,en,backer,Planned Parenthood? Yeah should've known.,Neutral,3.0,40.0,9.69e+17,8.31e+17,2/28/2018 0:23,13 days 09:53:37.000000000,13.0,633 days 22:06:50.034922000,1.0,11,79.25,81.84,31.94,99.0,11.0,36.36,63.64,27.27,9.09,0.0,0.0,0.0,0.0,0.0,9.09,0.0,9.09,9.09,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,0.0,9.09,9.09,0.0,0.0,9.09,0.0,18.18,0.0,0.0,0.0,0.0,18.18,0.0,0.0,0.0,0.0,9.09,0.0,9.09,0.0,0.0,0.0,9.09,0.0,18.18,0.0,9.09,9.09,18.18,0.0,9.09,0.0,0.0,0.0,0.0,0.0,0.0
20,3334747030.0,Lisa_Page_Has_A_Posse,Jeffner01,United States,"Heroes live in history, but legends never die.",659.0,140.0,1.0,6/19/2015 0:12,8635.0,,5651.0,en,backer,Soros. Now we know it was fake.,Weak Agreement,3.0,43.0,9.69e+17,3334747030.0,2/28/2018 0:14,13 days 09:44:57.000000000,13.0,1238 days 22:10:44.034922000,3.0,5,51.43,97.69,1.0,25.77,2.5,60.0,100.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,40.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,20.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,60.0,20.0,0.0,20.0,0.0,20.0,0.0
21,8.23e+17,Ms Swis,MsSwis,,,256.0,119.0,2.0,1/21/2017 0:03,14751.0,,25031.0,en,backer,"#TheGreatAwakening !

#ObamaGate #Treason #PayToPlay #SecretSociety #FakeDossiers #FBI 
#CIA #FakeNews #Mockingbird #MKUltra #Orion #BigPharma #WilliamCooper #BeholdAPaleHorse #ParklandSchoolShooting #187 â¦

#InternetBillOfRights #NRA 
#WeThePeople #MAGA #TheStorm #QAnon",Strong Agreement,3.0,47.0,9.69e+17,8.23e+17,3/1/2018 0:11,14 days 09:41:42.000000000,14.0,656 days 22:20:08.034922000,1.0,7,1.0,99.0,89.63,1.0,3.5,0.0,85.71,57.14,28.57,14.29,0.0,0.0,0.0,0.0,14.29,0.0,0.0,14.29,14.29,0.0,0.0,28.57,14.29,0.0,0.0,0.0,0.0,14.29,0.0,14.29,0.0,14.29,0.0,14.29,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,14.29,0.0,0.0,0.0,14.29,28.57,0.0,14.29,0.0,0.0,14.29,0.0,0.0,28.57,28.57,0.0,0.0,0.0,0.0,0.0
22,7.81e+17,Mark Douglas Scherer& Pamela Scherer,Markis4America,"Kentucky, USA","I'm Mark Scherer and I'm into politics because so many need to be out of politics.  #MAGA  
#TakeOurKidsBack",515.0,600.0,1.0,9/28/2016 0:17,360.0,,6887.0,en,backer,THIS is what teen murderers look like after they've killed their friends and been bought off by the Democrat Party. On their way to help set up another killing spree.,Neutral,3.0,49.0,9.69e+17,7.81e+17,3/1/2018 0:17,14 days 09:47:23.000000000,14.0,771 days 22:06:05.034922000,2.0,24,92.84,50.0,1.0,25.77,12.0,66.67,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,0.0,104.17,0.0,0.0,0.0,4.17,0.0,100.0
23,8.93e+17,UnmaskDarkness,UnmaskDarkness,,"Take no part in the worthless deeds of evil and darkness, instead, expose them.",38.0,47.0,0.0,8/2/2017 0:21,808.0,,777.0,en,backer,DWS.... smh,Neutral,3.0,56.0,9.69e+17,8.93e+17,2/28/2018 0:14,13 days 09:44:10.000000000,13.0,463 days 22:02:15.034922000,1.0,30,83.85,99.0,23.51,1.0,15.0,16.67,90.0,56.67,20.0,10.0,0.0,0.0,0.0,10.0,10.0,3.33,23.33,10.0,0.0,3.33,0.0,16.67,3.33,6.67,3.33,0.0,3.33,13.33,3.33,10.0,10.0,23.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,3.33,0.0,16.67,10.0,0.0,10.0,0.0,10.0,6.67,0.0,16.67,0.0,13.33,3.33,0.0,0.0,10.0,6.67,0.0,0.0,0.0,3.33,0.0
24,211240572.0,Julia Burrell,republiclvr,,"Mom, Wife, Lover of Christ, Scripture Junkie & fueled by His Truth. 2A Law Abiding Gun Owner~Does this make me extremist? I think not~only normal! Greater SW MI",174.0,85.0,10.0,11/2/2010 0:18,8993.0,,23126.0,en,backer,Of course Soros ties. Did you miss Glenn Beck's chalkboard where he showed how almost every one of those radical orgs are funded by Soros $$ ? Research all of them. From ACORN to the TIDES Foundation his tentacles weave into every aspect of American life. It's why we're in deep,Strong Agreement,3.0,58.0,9.69e+17,211240572.0,2/28/2018 0:14,13 days 09:44:01.000000000,13.0,2928 days 22:05:01.034922000,8.0,2,92.84,50.0,1.0,1.0,1.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0
25,15777611.0,Crutnacker 🤬,Crutnacker,Inside your phone,Artisanal tweeter. I'm a board certified witch doctor with an MFA in sandwich art. Hobbies are sculpting earwax and cooking with glue. Pisces. Opinions my own.,7801.0,4122.0,290.0,8/8/2008 0:13,9487.0,,141360.0,en,backer,"Man, your head is going to explode when you see whoâs backing gun nuts.",Neutral,3.0,62.0,9.7e+17,15777611.0,3/2/2018 0:12,15 days 09:42:11.000000000,15.0,3744 days 22:10:07.034922000,10.0,49,76.89,92.33,1.0,4.76,9.8,12.24,71.43,46.94,14.29,10.2,0.0,2.04,4.08,2.04,4.08,2.04,18.37,6.12,8.16,2.04,0.0,12.24,2.04,0.0,6.12,2.04,6.12,2.04,0.0,2.04,0.0,10.2,4.08,12.24,0.0,4.08,0.0,2.04,6.12,0.0,2.04,2.04,2.04,2.04,2.04,0.0,0.0,0.0,6.12,8.16,0.0,10.2,0.0,10.2,0.0,6.12,0.0,18.37,6.12,0.0,2.04,0.0,6.12,4.08
