id,name,screen_name,location,protected,description,followers_count,friends_count,listed_count,created_time,favorites_count,timezone,verification,statuses_count,language,topic,text,stance,count,Unnamed: 0,tweet_id,user_id,time,word_count,char_count,avg_word,hastags,mentions,number_digit,uppercase,lowercase
7.95753e+17,Q,Preredacted,"Moscow, Russia",False,I enjoy drinking beer and falling asleep in unusual places. The original Q. A one man well-regulated militia.,1136,1256,19,11/7/2016 22:22,11346,,False,21107,en,backer,"Its tough seeing the pain in their faces from the tragedy, no? #rottenindenmark",Neutral,3,14,9.68863e+17,7.95753e+17,2/28/2018 14:59,13,79,5.153846153846154,1,0,0,0,12
15480873.0,Charles Song,CS70,Downtown,False,One day I'll find my dream burrito.,2573,724,102,7/18/2008 13:44,23338,,False,6280,en,backer,Any updates on the Colton Haab story?,Neutral,4,15,9.68712e+17,15480873.0,2/28/2018 4:59,7,37,4.428571428571429,0,0,0,0,4
8.76907e+17,Hope Collins,Col42239925Hope,"Florida, USA",False,Love our country. 🇺🇸 support Israel 🇮🇱 Christian Retired health insurance specialist Love our POTUS tired of the crap like the rest of ppl.,2542,3334,0,6/19/2017 20:58,41074,,False,5030,en,backer,You have to be kidding. Politics/Soros taking advantage of a disaster at a school. This is about the lowest that anyone could stoop. Just makes my stomach flip,Strong Agreement,3,18,9.6897e+17,8.76907e+17,2/28/2018 22:05,28,159,4.714285714285714,0,0,0,0,24
7.57075e+17,General Lee Marvin,dave_notdave,"No Name City, CA",False,Born: under a wandrin' star. 🌟Creed: There's two kinds of people - them goin' somewhere & them goin' nowhere. 🇺🇸 #MAGA #DEPLORABLE #COS #TRUMPSTER ♥️🇺🇸,7101,7815,2,7/24/2016 4:50,107385,,False,45804,en,backer,Puppets.,Neutral,4,19,9.68873e+17,7.57075e+17,2/28/2018 15:36,1,8,8.0,0,0,0,0,0
183869529.0,Kingsley Nnaji🇺🇸,kingsleynnaji30,,False,#MAGA🇺🇸   #TRUMP🇺🇸,1170,1831,1,8/28/2010 2:44,4314,,False,1388,en,backer,Is a pity that the parents of this didn't understand what is going on in the United States. They don't know that they are being used,Weak Agreement,3,25,9.6906e+17,183869529.0,3/1/2018 4:01,26,132,4.115384615384615,0,0,0,0,22
270540665.0,Bee🐝TheChange,highplainsgypsy,,False,"1946 vintage beekeeper, author, Patriot, lover of family, friends, country, freedom, dogs, #2A, rugged individualism and cryptos 🙏🏻❤️🇺🇸",317,601,6,3/22/2011 20:19,14587,,False,6587,en,backer,#PropagandaTool,Weak Agreement,3,29,9.6883e+17,270540665.0,2/28/2018 12:48,1,15,15.0,1,0,0,0,0
127354143.0,D. Owen Powell,WriteTonight,"Treasure Coast, FL",False,"I write Fiction, now officially retired, schooled in hypnosis, US Army 3 years 65-68. Re Editing novel finishing another stand by. From: Akron, Ohio",1655,1462,88,3/28/2010 23:12,2440,,False,9167,en,backer,"There is no such thing as a #ConspiracyTheory. It will all come true, as in #fiction ... somewhere in time.",Weak Disagreement,3,36,9.69061e+17,127354143.0,3/1/2018 4:05,20,107,4.4,2,0,0,0,16
9.15185e+17,Truthseeker 💯✖,dementedlibs,Earth I think,False,"CNN is my favourite Drama/Comedy. Will follow you, if you follow me.Yes I'm a Twitter prostitute.",421,542,0,10/3/2017 12:01,641,,False,2574,en,backer,"Let me guess, that's a delta flight?",Neutral,3,37,9.69032e+17,9.15185e+17,3/1/2018 2:10,7,36,4.285714285714286,0,0,0,0,6
8.2151e+17,"Educational & Political Research, Ltd.",JennaNeen,USA ,False,#EOE:Equal Opportunity Exposer of Political Corruption -Follow My Crumbs #Analyst #KAG NoDM/Lists/Trains #TipYourResearcher 😎 🇺🇸 Arm Yourself W/Information,1955,2049,1,1/18/2017 0:08,44119,,False,22229,en,backer,Excellent Reporting  George Soros always has money in Anti-American Everything,Strong Agreement,4,39,9.69029e+17,8.2151e+17,3/1/2018 1:56,11,78,6.8,0,0,0,0,4
8.3118e+17,name is different but still me.,mz_nubbie,U S A ,False,"I'll follow people who can 😂debate without being mean😎I love my 👪 my GOD😘my country 🤗.  TRUMP💞 
yes I changed this.  no lists",848,950,5,2/13/2017 16:34,5592,,False,13294,en,backer,Planned Parenthood? Yeah should've known.,Neutral,3,40,9.68994e+17,8.3118e+17,2/28/2018 23:37,5,41,7.4,0,0,0,0,2
3334747030.0,Lisa_Page_Has_A_Posse,Jeffner01,United States,False,"Heroes live in history, but legends never die.",659,140,1,6/19/2015 12:40,8635,,False,5651,en,backer,Soros. Now we know it was fake.,Weak Agreement,3,43,9.68863e+17,3334747030.0,2/28/2018 14:57,7,31,3.5714285714285716,0,0,0,0,5
8.22644e+17,Ms Swis,MsSwis,,False,,256,119,2,1/21/2017 3:16,14751,,False,25031,en,backer,"#TheGreatAwakening !

#ObamaGate #Treason #PayToPlay #SecretSociety #FakeDossiers #FBI 
#CIA #FakeNews #Mockingbird #MKUltra #Orion #BigPharma #WilliamCooper #BeholdAPaleHorse #ParklandSchoolShooting #187 â¦

#InternetBillOfRights #NRA 
#WeThePeople #MAGA #TheStorm #QAnon",Strong Agreement,3,47,9.69176e+17,8.22644e+17,3/1/2018 11:42,23,285,9.8,23,0,0,4,1
7.81182e+17,Mark Douglas Scherer& Pamela Scherer,Markis4America,"Kentucky, USA",False,"I'm Mark Scherer and I'm into politics because so many need to be out of politics.  #MAGA  
#TakeOurKidsBack",515,600,1,9/28/2016 17:19,360,,False,6887,en,backer,THIS is what teen murderers look like after they've killed their friends and been bought off by the Democrat Party. On their way to help set up another killing spree.,Neutral,3,49,9.69262e+17,7.81182e+17,3/1/2018 17:23,30,166,4.566666666666666,0,0,0,1,26
8.92855e+17,UnmaskDarkness,UnmaskDarkness,,False,"Take no part in the worthless deeds of evil and darkness, instead, expose them.",38,47,0,8/2/2017 21:09,808,,False,777,en,backer,DWS.... smh,Neutral,3,56,9.68851e+17,8.92855e+17,2/28/2018 14:10,2,11,5.0,0,0,0,1,1
211240572.0,Julia Burrell,republiclvr,,False,"Mom, Wife, Lover of Christ, Scripture Junkie & fueled by His Truth. 2A Law Abiding Gun Owner~Does this make me extremist? I think not~only normal! Greater SW MI",174,85,10,11/2/2010 18:23,8993,,False,23126,en,backer,Of course Soros ties. Did you miss Glenn Beck's chalkboard where he showed how almost every one of those radical orgs are funded by Soros $$ ? Research all of them. From ACORN to the TIDES Foundation his tentacles weave into every aspect of American life. It's why we're in deep,Strong Agreement,3,58,9.68849e+17,211240572.0,2/28/2018 14:01,51,278,4.470588235294118,0,0,0,2,36
15777611.0,Crutnacker 🤬,Crutnacker,Inside your phone,False,Artisanal tweeter. I'm a board certified witch doctor with an MFA in sandwich art. Hobbies are sculpting earwax and cooking with glue. Pisces. Opinions my own.,7801,4122,290,8/8/2008 13:17,9487,,False,141360,en,backer,"Man, your head is going to explode when you see whoâs backing gun nuts.",Neutral,3,62,9.69546e+17,15777611.0,3/2/2018 12:11,14,73,4.285714285714286,0,0,0,0,13
15440079.0,IsaacCervantes,C3rvantes,"ÜT: 29.846907,-95.551491",False,"When the Cambrian measures were forming, They promised perpetual peace. They swore, if we gave them our weapons, the wars of the tribes would cease.",1535,2252,68,7/15/2008 13:14,25135,,False,54331,en,backer,"Time out of school, no homework, be on tv... punkmuthafukkas",Neutral,3,63,9.69301e+17,15440079.0,3/1/2018 19:57,10,60,5.1,0,0,0,0,9
2438858671.0,Basic A-Line,DunnoAbout,,False,#CCOT #InGodWeTrust #USAPatriot #POTUS #FLOTUS #MAGA #TRUMP2020 #KAG #America1st #USConstitution #2A #NRA #Veterans #Freedoms #LawAndOrder #Citizenship,4602,5054,55,4/11/2014 17:41,30270,,False,75024,en,backer,Is it evident?  How it all began?  $.,Neutral,4,66,9.69214e+17,2438858671.0,3/1/2018 14:13,10,37,3.5,0,0,0,0,5
2438858671.0,Basic A-Line,DunnoAbout,,False,#CCOT #InGodWeTrust #USAPatriot #POTUS #FLOTUS #MAGA #TRUMP2020 #KAG #America1st #USConstitution #2A #NRA #Veterans #Freedoms #LawAndOrder #Citizenship,4602,5054,55,4/11/2014 17:41,30270,,False,75024,en,backer,No scruples. No future. Destroy.  Who will rebuild?,Weak Agreement,3,66,9.69214e+17,2438858671.0,3/1/2018 14:13,9,51,5.375,0,0,0,0,4
9.07982e+17,J Kinkade,McKennaConnect,"Chesapeake Beach, MD",False,"Wife of fmr Marine, Mom, Writer, fmr Intel Officer, Disabled Vet. Books: The Zero Line, The Red Bridge, and Braving the Straits MAGA🇺🇸🇺🇸 MAGA MAGA🇺🇸🇺🇸",1778,2348,1,9/13/2017 14:57,9396,,False,7637,en,backer,Good lord.,Neutral,3,68,9.69192e+17,9.07982e+17,3/1/2018 12:47,2,10,4.5,0,0,0,0,1
883428012.0,Mayra Gutierrez,mayrasons2,"Boston, MA",False,"#WasADamnedDem
#NEVERAGAIN #Awake #2A #VoteDemsRatsOut #MAGADefundPP #PPHasAQuotaToMeet #MarchForLife #TrumpTriumphantlyTriumphs #TrumpTouch #Neva4HER #NoDMS",3370,2487,14,10/16/2012 1:24,40926,,False,39779,en,backer,Hypocrites! #EndplannedParentHood,Weak Agreement,3,71,9.69055e+17,883428012.0,3/1/2018 3:40,2,33,16.0,1,0,0,0,0
8.65031e+17,Dawn Pisturino,DawnPisturino,"Arizona, USA",False,Published Writer and Psychiatric RN - #MAGA #AmericaFirst #Trump2020 #2a #1a #NRA #USConstitution #Vets #BlueLivesMatter #ProLife ✝️🇺🇸,1384,1335,13,5/18/2017 2:26,3762,,False,3020,en,backer,Kids aren't smart enough to do this on their own.,Weak Agreement,4,73,9.69032e+17,8.65031e+17,3/1/2018 2:09,10,49,4.0,0,0,0,0,9
2349548096.0,ACBC@678,hopey678,,False,American Conservative Black Child.. of God #MAGA Jesus is Lord!,626,1002,1,2/18/2014 4:38,9502,,False,4556,en,backer,"This is just NOT a grassroots movement. Too much of this seems pre-meditated. 

Is it just me?",Weak Agreement,3,76,9.68971e+17,2349548096.0,2/28/2018 22:06,17,98,4.470588235294118,0,0,0,1,13
151284118.0,Robyn Harms,rockinrobyn59,"Dodge,NE",False,"Country girl, Christian. farmwife, nurse, mother of six kids. Love to read and listen to music, big fan of Casey James and Robert Pattinson.",5016,4942,77,6/3/2010 1:55,47982,,False,87919,en,backer,They're being used. Wonder if they know that.,Weak Agreement,3,77,9.68952e+17,151284118.0,2/28/2018 20:52,8,45,4.75,0,0,0,0,6
151284118.0,Robyn Harms,rockinrobyn59,"Dodge,NE",False,"Country girl, Christian. farmwife, nurse, mother of six kids. Love to read and listen to music, big fan of Casey James and Robert Pattinson.",5016,4942,77,6/3/2010 1:55,47982,,False,87919,en,backer,Wow! His DAD is in the @FBI ??? The plot thickens. They picked out those kids 4 that interview pretty carefully didn't they?,Strong Agreement,4,77,9.68952e+17,151284118.0,2/28/2018 20:52,23,124,4.434782608695652,0,1,1,2,15
8.29769e+17,Terri Bradley,TLYNNB7,,False,,46,114,1,2/9/2017 19:10,255,,False,2128,en,backer,"Of course they did!!  If people didn't already HIGHLY suspect that, then they are naive or they're not paying attention.",Strong Agreement,3,80,9.68871e+17,8.29769e+17,2/28/2018 15:28,21,120,5.0,0,0,0,1,17
2568002604.0,SoCalOCPatriot,SoCalOCPatriot,,False,"Mother, wife,  Engineer,  conservative.  Not Politically Correct #MAGA Trump Supporter.",366,1095,1,6/15/2014 0:28,3717,,False,4358,en,backer,PP is also involved with this.  Unbelievable that they mutilate babies and sell their parts but still on the wagon for gun control.,Weak Agreement,3,82,9.68855e+17,2568002604.0,2/28/2018 14:28,24,131,4.695652173913044,0,0,0,1,21
8.2229e+17,Tonya🗯,tonya110104,,False,,228,149,0,1/20/2017 3:49,44928,,False,12869,en,backer,It has always had soros prints all over it. Still does.,Weak Agreement,3,83,9.68852e+17,8.2229e+17,2/28/2018 14:15,11,55,4.090909090909091,0,0,0,0,9
1514534004.0,D~plrbl Sabrena,auntbea23,Utah USA,False,lover of God/COFFEE/Gardening/Fishing/racism sucks! FB @antoniosabatojr Anthony @scaramucci. @therealroseanne @realerincruz &other 😎 ppl #MAGA,5508,5740,51,6/13/2013 21:51,35510,,False,36610,en,backer,"Knew it had to be something like that. When have you ever seen teenagers get sudden funding, transportation and organization.",Neutral,3,84,9.6885e+17,1514534004.0,2/28/2018 14:07,20,125,5.3,0,0,0,0,18
7.83335e+17,Nick Kohlhepp,NickKohlhepp,"Darlington, Md",False,"Lt Baltimore City Fire,                
Yes that's my lawn... #MAGA",4717,4755,3,10/4/2016 15:56,6271,,False,19019,en,backer,Young minds full of mush are so easy to manipulate,Neutral,3,90,9.68843e+17,7.83335e+17,2/28/2018 13:40,10,50,4.1,0,0,0,0,9
214829926.0,❌Dr. Deplorabot ❤️🇺🇸,buybuydandavis,,False,,834,347,13,11/12/2010 10:11,97153,,False,74819,en,backer,They look devastated by their grief over their fallen classmates,Neutral,3,93,9.68792e+17,214829926.0,2/28/2018 10:18,10,64,5.5,0,0,0,0,9
1601527070.0,jane,JcJaneJetson,,False,jane knows nothing....,129,306,8,7/17/2013 18:07,3219,,False,3824,en,backer,"Soros is the one who walks behind the rows, and these are his Children of the Corn ",Strong Agreement,3,97,9.68682e+17,1601527070.0,2/28/2018 3:00,18,83,3.8823529411764706,0,0,0,0,14
7.16435e+17,Opinionist™,JenMax57,"Milano, Lombardia",False,The noise is just too much. Turn it off! /To Jack. For eternity. 9/15/61- 6/30/16 Independent. Non supporter of any political party. RTs not endorsements.,806,1035,2,4/3/2016 1:21,53174,,False,25149,en,backer,"Everything you've said is absolutely true, but these drills are planned long in advance. Ha! Right in the middle of writing this, Twitter checked my location. Stopped the tweet and made me verify location. Unbelievable! Anyway, drill is abt mental health laws",Strong Agreement,3,99,9.68627e+17,7.16435e+17,2/27/2018 23:21,42,259,5.190476190476191,0,0,0,0,35
7.16435e+17,Opinionist™,JenMax57,"Milano, Lombardia",False,The noise is just too much. Turn it off! /To Jack. For eternity. 9/15/61- 6/30/16 Independent. Non supporter of any political party. RTs not endorsements.,806,1035,2,4/3/2016 1:21,53174,,False,25149,en,backer,"The government +private sector are doing an ENORMOUS pushback on the Florida story. They know they really f'ed up this time +are in an all out media campaign headed by the term ""conspiracy theory"" Your posts are always GREAT!! Don't give up!!!",Strong Agreement,3,99,9.68627e+17,7.16435e+17,2/27/2018 23:21,42,243,4.809523809523809,0,0,0,2,35
1836174450.0,John Henry Gundling,GundlingJh,"Washington, DC Area",False,"#2A, 1A, Strict Constitutionalist. BTW NRA Life Member. Profile under my review.",1946,3135,2,9/8/2013 23:43,15043,,False,12966,en,backer,"Someone Had to be Supplying the Money. Did'nt @RealJamesWoods call out the Hoggs about wearing nazi-like armbands to their cheauffered rallies? Since soros started out a nazi, the similarity is unmistakable in my mind.",Strong Agreement,3,100,9.74034e+17,1836174450.0,3/14/2018 21:24,34,218,5.4411764705882355,0,1,0,0,26
576874084.0,racso,76overdue,"Wenatchee, WA",False,"self titled professional cultural expositor                                                             please follow and retweet, super appreciated",74,260,0,5/11/2012 5:36,3083,,False,2439,en,backer,@justinbieber should we vote for a satanic world government?,Neutral,4,102,9.7011e+17,576874084.0,3/4/2018 1:34,9,60,5.777777777777778,0,1,0,0,9
3464467516.0,Shirley Armi Beatty,shirleyann6815,"Fort Worth, TX",False,"Nurse, Wife, Canadian, County Girl, Political Junkie, Bird Nerd, Fort-Worth fan, Cottager, Country Music lover-  hater of haters",96,282,4,8/28/2015 3:38,4096,,False,2031,en,backer,Buzzfeed confirms- lol,Strong Agreement,3,111,9.69545e+17,3464467516.0,3/2/2018 12:08,3,22,6.666666666666667,0,0,0,0,2
1677163424.0,Hyeon,hyeoncsyu,,False,,5,36,0,8/17/2013 2:44,679,,False,1182,en,backer,George Soros' little puppets... this is what it looks like.,Neutral,3,113,9.69391e+17,1677163424.0,3/2/2018 1:55,10,59,5.0,0,0,0,0,8
50943752.0,Michael,MikeTiner,"Ocean Shores, WA",False,#Christian #Biblical Values #anti-islam #anti-Luciferian Global Elitism #anti-liberal #anti-abortion  #anti-LGBT. Jesus is King & will Restore Divine Order Soon,1729,2582,8,6/26/2009 6:00,1294,,False,8534,en,backer,"From 1776 until 1999, 223 years, NO SCHOOL SHOOTINGS, despite the presence of Guns & Mentally Ill people. WHY NOW? Deep State Cabal NWO agenda to disarm America Targeting mentally Ill to Kill;",Weak Agreement,3,116,9.6935e+17,50943752.0,3/1/2018 23:11,33,192,4.848484848484849,0,0,2,6,12
8.98212e+17,Kimberley Kogiones,kogiones,,False,,4,33,0,8/17/2017 15:55,287,,False,1152,en,backer,The DNC and Soros probably fund them. It smacks of the paid protwsts.,Neutral,3,119,9.69342e+17,8.98212e+17,3/1/2018 22:41,13,69,4.384615384615385,0,0,0,1,9
231584820.0,Cheese!,craigmair1138,Glorious NE Scotland,False,OVD is a dark temptress sent to lure good men to oblivion. I may retweet because you're an idiot.,491,934,21,12/28/2010 23:05,1252,,False,21969,en,backer,"Like minded individuals and organisations will throw their weight behind this,it won't make an ounce of difference against a raft of elected officials on the NRA payroll, sorry, recipients of donations. $30m alone for the POTUS isn't it?
You keep crying foul and counting the cash",Strong Disagreement,3,120,9.69339e+17,231584820.0,3/1/2018 22:30,45,282,5.108695652173913,0,0,0,2,42
7.24242e+17,Tommy,tmstrausser,"New Jersey, USA",False,I'm a ruin,37,119,1,4/24/2016 14:23,1184,,False,351,en,backer,Why do they all look like Sally Kohn?,Neutral,3,121,9.69337e+17,7.24242e+17,3/1/2018 22:21,8,37,3.75,0,0,0,0,5
42761868.0,LisaLadd,rzvsrm,N.C.,False,Love the outdoors - camping & horseback riding,214,482,1,5/27/2009 0:00,8739,,False,15967,en,backer,I wouldnât be surprised if the cause of this party was born in the same living room by their parents.,Neutral,5,125,9.69334e+17,42761868.0,3/1/2018 22:10,20,103,4.2,0,0,0,1,19
7.13398e+17,dbrucekitty,Astro00711,,False,It's all about God Family Country!!!!🙏🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸.         #WalkAway,148,98,0,3/25/2016 16:13,7504,,False,7026,en,backer,You're still not getting my guns! I don't care who you are or what you try!!! Over my dead bloody body will you get my guns.. and you'll probably be dead too if you messed with me!!!,Neutral,4,126,9.69333e+17,7.13398e+17,3/1/2018 22:05,37,182,3.945945945945946,0,0,0,1,34
9.45339e+17,MAGA mama,RedinVa2,,False,,855,944,1,12/25/2017 17:01,7371,,False,10702,en,backer,"The Liberals used to try to silence us by calling us racists.

That doesnât fly anymore.

Now they call us conspiracy theory nuts...And it was actually Hillary, the DNC, and our own FBI which almost framed our President for a Russian collusion story that they created.",Neutral,4,127,9.69322e+17,9.45339e+17,3/1/2018 21:24,44,278,4.8478260869565215,0,0,0,2,36
2312045876.0,Crazy 'Rican 🇵🇷  ♏️♋️,ajr1775,Living in Amerika,False,"Air Wing Marine / 3rd Mate Unlimited / IT / Space Force Sky Marshal - I drink & know things, it's what I do.",732,1203,15,1/26/2014 15:41,8439,,False,16001,en,backer,Free supply of astroturf for life.,Neutral,3,128,9.69319e+17,2312045876.0,3/1/2018 21:10,6,34,4.833333333333333,0,0,0,0,5
885841748.0,moeaholic,bordongrote,CNY,False,,134,100,6,10/17/2012 2:17,2314,,False,3999,en,backer,They look like they're going to spring break.,Neutral,3,130,9.69314e+17,885841748.0,3/1/2018 20:49,8,45,4.75,0,0,0,0,7
2764999026.0,Marcia,Marcia4MoVal,,False,,506,533,23,8/25/2014 3:01,17349,,False,20229,en,backer,If it reeks like garbage...it is.,Strong Agreement,3,131,9.69308e+17,2764999026.0,3/1/2018 20:25,6,33,4.666666666666667,0,0,0,0,5
9.24703e+17,Texas Cowpoke,ProudCowpoke,,False,"Lover of Freedom, Capitalist, Conservative",679,485,0,10/29/2017 18:22,4480,,False,2497,en,backer,Look how happy they are for all the attention. Not a tear for a classmate.,Neutral,3,132,9.69305e+17,9.24703e+17,3/1/2018 20:14,15,74,4.0,0,0,0,0,13
357843542.0,Sheri Guill,BlueEyesBlondee,East Coast,False,I am a young at heart vivacious woman that likes to laugh. I have a big heart for little gypsy Romanian children. I am a writer and enjoy making new friends.,67,101,0,8/19/2011 0:19,2231,,False,1123,en,backer,Thanks for providing this. Who would have though....we did.,Neutral,3,133,9.69298e+17,357843542.0,3/1/2018 19:47,9,59,5.666666666666667,0,0,0,0,7
9.42237e+17,Abraham Lincoln,Abraham31826476,,False,,89,98,0,12/17/2017 3:36,6166,,False,6593,en,backer,Game over. Internet exposes all the bs now. These kids are now named for all eternity also.,Neutral,3,135,9.69288e+17,9.42237e+17,3/1/2018 19:06,17,91,4.411764705882353,0,0,0,0,14
1074475009.0,Ride or Die,04fat,,False,Only joking.,134,510,0,1/9/2013 18:02,4552,,False,3407,en,backer,Privileged Antifa?,Weak Agreement,4,136,9.69287e+17,1074475009.0,3/1/2018 19:04,2,18,8.5,0,0,0,0,0
3885160459.0,Hawk,Taipan30,,False,Baby boomer who brought you this progressive left mess by not standing up to them. Will stand and fight now to defeat them in the arena of ideas. #MAGA,6839,7122,11,10/13/2015 22:22,157,,False,16571,en,backer,This is the 2nd or 3rd thing coming out of Buzzfeed that doesn't fit their mold. Are they trying to be real journalists now? Doubtful but maybe the tide is starting to turn.,Neutral,3,137,9.6927e+17,3885160459.0,3/1/2018 17:57,33,173,4.2727272727272725,0,0,0,0,29
2314808340.0,Proud 2 B Deplorable,klodirector,,False,Justice Supporter,75,102,0,1/28/2014 3:53,8565,,False,6335,en,backer,"#FreeSpeechDay 
Q in the sky?  Love it!  You are a hoot. Oh and quit playing with your hair, makes me crazy  
#MAGA #StopTheChemtrails",Neutral,4,139,9.69263e+17,2314808340.0,3/1/2018 17:29,26,138,4.6521739130434785,3,0,0,2,16
69777110.0,Kacee111,kacee1013,"New Jersey, USA",False,,963,1292,8,8/29/2009 3:30,33190,,False,23641,en,backer,"This was NEVER a ""student-run social media effort to end gun violence"" 
It was from the very beginning ""backed by Soros & huge organizing groups""(I'm betting even BEFORE the shooting) 
So, yea, not all of us were born yesterday.",Strong Agreement,3,141,9.69262e+17,69777110.0,3/1/2018 17:23,39,232,4.82051282051282,0,0,0,2,31
38970611.0,Wayne Touchstone,oldmsrebel,SouthEast MS,False,"Happily married, ultra-conservative Christian !! If your religion is not Bible based, you may be in trouble. You cannot make people happy and be honest !",1837,3261,4,5/10/2009 1:40,2398,,False,764,en,backer,Nother bought and paid for organizers. Eat up by the commie medias.,Neutral,3,145,9.69245e+17,38970611.0,3/1/2018 16:15,12,67,4.666666666666667,0,0,0,0,10
2732950444.0,Karen Vance,karenvance0810,,False,"conservative, wife, & mother.  profile pictures are of my daughter.",4235,4224,22,8/4/2014 2:00,77609,,False,53650,en,backer,Maybe it would be wise to educate themselves on this evil man.  It doesn't  make their cause as strong.,Neutral,3,146,9.69236e+17,2732950444.0,3/1/2018 15:39,21,103,4.368421052631579,0,0,0,0,17
