id,name,screen_name,location,protected,description,followers_count,friends_count,listed_count,created_time,favorites_count,timezone,verification,statuses_count,language,topic
3368046515,#TRUMPTRAIN2020!,toddbrock1234,"Texas, USA",FALSE,#CULT45 Member #TRUMP FOLLOWER. #MAGA @POTUS #TRUMPTRAIN #CONSERVATIVE #DEPLORABLE #PATRIOT #45 FOLLOW SAME #HogFan #RESISTRESISTERS #KAG,3951,4963,0,7/9/2015 18:11,3195,,FALSE,6094,en,coached
215994955,Jonathan Griffith,jonathanG02,"Ft Worth, Tx",FALSE,It IS totally OK to be White!!!,533,646,34,11/15/2010 14:21,3454,,FALSE,47063,en,coached
8.63E+17,Bishopman,Bishopman69,"Santa Fe, NM",FALSE,"#MAGAveteran ????????U.S. Navy, #GBR ???? fan, Minnesota Viking fan, I support #Trump, I love comic books, super hero movies and music #Deadpool",609,634,2,5/13/2017 0:49,8301,,FALSE,7651,en,coached
16155881,pete602,petefrt,USA,FALSE,Libertarian JFK Democrat turned libertarian conservative during the Reagan days. Today's prog Dems are what JFK Dems were trying to protect us against????????#MAGA,42235,42167,464,9/6/2008 12:13,23,,FALSE,450619,en,coached
2845812077,Blessed,brrider,"Fresno, CA",FALSE,"I'm a ind,Christian.Trump supporter.U are what you Think,no more!or no less!Think wisely #MAGA If you have common sense follow IFB??????/I purge un-followers",9011,9327,14,10/26/2014 21:26,6641,,FALSE,16956,en,coached
18093218,?????? POTUS ????????????,silverbfly,"Sarasota, Florida",FALSE,GOD????U.S.Constitution DCBorn&Raised https://t.co/wHx6PwmH81 #SETHRICH ????????HERO???????? #MAGA #AMERICAFirst #2ADefenders #NEVERHillary EVER! Cussing happens GOI ????,5476,5309,106,12/13/2008 3:58,60808,,FALSE,70572,en,coached
1539109250,The One And Only Slack,WokenSlack,"Toronto, Ontario",FALSE,"???????? Canadian ???????? & Wrestling SuperFan. AJ Styles, Finn Balor, Alexa Bliss & Becky Lynch",1131,2009,10,6/22/2013 17:02,4792,,FALSE,21750,en,coached
245511351,Helen Grieve,grieve51166,"Formby, England",FALSE,Still no relation of Dominic Grieve.,2021,3056,61,1/31/2011 21:27,53119,,FALSE,76938,en,coached
1206073021,Doug Hescht,djdoug4ever,"Riverview, FL",FALSE,Music brings the people together...,215,685,1,2/21/2013 21:34,4168,,FALSE,4330,en,coached
7.92E+17,Deplorable Crusader,100011crusader,USA,FALSE,"The cost of freedom is always high, but Americans have always paid it. And one path we shall never choose, and that is the path of surrender, or submission.",1133,1199,38,10/27/2016 5:07,28,,FALSE,43248,en,coached
7.96E+17,AwakeOhSleeper,AwakeOhSL33per,,FALSE,"For there is nothing hidden that will not be revealed, and nothing concealed that will not be known and illuminated",681,1930,2,11/9/2016 9:14,13206,,FALSE,2494,en,coached
19883373,Isabel Gonzalo,isabelgonzalo,,FALSE,,1096,1026,20,2/1/2009 23:33,40576,,FALSE,32600,en,coached
243415783,Jason the Plumber,BuckCityPig,Bay Area Ca,FALSE,"Union Plumber, Husband, Father, Grandfather, BMX rider, sports and music memorabilia collector. #BuckCityFam #PlayLineArmy",782,836,8,1/27/2011 0:25,16695,,FALSE,10400,en,coached
1305549067,Canadian Deplorable ????????????????,Canadiancovfefe,"British Columbia, Canada",FALSE,"#MCGA???????? #MAGA???????? @POTUS @RealDonaldTrump #FLOTUS #WWG1WGA, #FollowTheWhiteRabbit #QAnon #TheGreatAwakening #Walkaway #TrudeauMustGo ???? No Sharia ????",3885,4718,2,3/26/2013 20:39,25349,,FALSE,14070,en,coached
8.24E+17,jim angone,jangone113,"Chicago, IL",FALSE,Married- 4 Adult Kids- POTUS -MAGA- USA- Catholic- Italian-American- No cafishing or BS- Conservative -Trump follower- Public Works Employee-Old Class Clown,2688,2664,9,1/24/2017 23:39,12913,,FALSE,20234,en,coached
7.86E+17,Pammy Jean Evans,pammyjean7,"Huntington Beach, CA",FALSE,"Social Worker, Christian, soldiers wife, mom, #MAGA 100% pro TRUMP supporter. love my country, Military, family. ??????????????????????????????????????????????????????????????????????????????????????????????????",6543,6754,5,10/11/2016 18:07,28628,,FALSE,28204,en,coached
298633547,????????Patriot??????LifeLover????????,LoriinUtah,"Utah, USA",FALSE,"Writer, Health Coach, Researcher. I am a true American Patriot. Opinions are my own. I Love my Country and great people who do too.",17055,3529,17,5/14/2011 17:16,75929,,FALSE,65184,en,coached
9.39E+17,Dave Curtis,RockerC96ci,"Watertown, SD",FALSE,Former Law Enforcement (30yrs). Marine ????????. #MAGA,648,485,2,12/8/2017 2:07,9084,,FALSE,4282,en,coached
2826804107,cjones29hd,cjones29hd,"Church Hill, TN",FALSE,,6,56,0,10/13/2014 3:55,635,,FALSE,286,en,coached
8.05E+17,Debbie Day????????USA PROUD????????,Debleespecial,American Citizen #USA ,FALSE,"Here to Support????????President Trump????????
Follow Patriots. Positive, #MAGA dialogue #NeverQuit #KAG! Reelection*Lefists & Trolls will be BLOCKED
#WalkAway",5987,6349,19,12/3/2016 15:42,20936,,FALSE,17978,en,coached
2683471818,Sarah,deltaweese,,FALSE,,4048,4969,112,7/26/2014 22:40,70818,,FALSE,110360,en,coached
7.85E+17,SUPER Elite CatherineGrace,Duffy_1958,In Prayer in Jesus name,FALSE,I joined Twitter cause I'm nosey like that #PrayerWarrior Jesus IS Lord #CSASurvivor #IStandWithIsrael tweet #PedoGateNews #MAGA #FreeAssange,8880,9692,132,10/8/2016 18:54,19370,,FALSE,110901,en,coached
525788032,"Buddy ""????u??P-Z??????i-??????????"" Kemper",bubbyCovfefe411,"Mayberry, TN",FALSE,"#ChristFollower, #Trump2020????%, #DisabledVet& #MAGASwaGGa, #Daddy #Conservative,#PROLIFE #Israel, #MASA #NRA #BuildtheWall #Constitution  NEVER PM ANYBODY ????????????????",2258,1731,7,3/15/2012 21:59,5915,,FALSE,3338,en,coached
1176708848,CBinTennessee,Twin_Travel,"Tennessee, USA",FALSE,Christ Follower/Family Man/Paradigm Shifter/Hopeless Idealist & Optimist/Author/Dr. of Education/Agitator/ Studiuj?? j??zyk polski  https://t.co/ZSoEtpYCPL,2254,3318,74,2/13/2013 20:07,21926,,FALSE,45826,en,coached
8.65E+17,T. D. Corky,MAGA_TD_Corky,United States,FALSE,"????????Dad, Husband, Attorney. #MAGA Illegals are thieves. #NoGimmegrants Followed by T Wictor! & Sharika Soal! #RIPChester #RIPChrisCornell #TRUMP #NoDACA #Wolf",10264,10766,2,5/18/2017 2:12,54487,,FALSE,6569,en,coached
314616501,VegasFavorite,HeavilyFavored,Russian spy van,FALSE,"#MAGA #KatesLaw #draintheswamp Always Support Active Military, Veterans & your local PD FD #SethRichMurder #TrumpTrain #CNNBlackmail #IStandWithTrump #CNNisISIS",20031,18802,10,6/10/2011 14:58,22547,,FALSE,19227,en,coached
4398375681,David Crawford ????????,CrDavid19,United Kingdom,FALSE,"I'm one of ""Those sorts of people"" Peter Whittle has problems with.????????",406,344,11,12/6/2015 22:33,6837,,FALSE,11146,en-gb,coached
3162594446,CSS,SL_OKC,,FALSE,American????????Trump #DrainTheSwamp #Benghazi ???????ization #Houston #PizzaGate ???????? https://t.co/gm9QsuRWJ6 = @CSS77 followed???? @genFlynn  @drawandstrike,6669,7307,127,4/18/2015 14:14,233751,,FALSE,179839,en,coached
7.81E+17,AAMATTER,AALIVESMATTER,United States,FALSE,FB:@scaramucci @ScottPresler @RealDrGina @JacobAWohl @RyanAFournier @BraveLad #MAGA #PRAY4DJT #AmericaFirst #BuildTheWall #Trump #2A Proudly Muted by #HRC,4899,4760,6,9/28/2016 14:55,32439,,FALSE,23968,en,coached
30198443,Drew Reiner,djreiner,USA!,FALSE,"A 'Red, White, and Blue' American.  Retired Military.  Follower of the way, the truth via Jesus.  Ant-activist (treat libs like ants) #ProMilitary #ProIsrael",2846,4697,22,4/10/2009 11:10,2560,,FALSE,6417,en,coached
227894398,Kate4DJT,Kate4Djt,"Norwood, PA",FALSE,I'm a ride or die kinda girl. #Dedicated My tweets are for #mypresident ???? #NotARussianBot #NotABot  #TrumpTrain #lovemypresident #MAGA #ProudAmerican NO DM'S!!,1701,2172,6,12/18/2010 3:42,25807,,FALSE,24630,en,coached
441940470,Gary E Pond,G_Pond47,,FALSE,"Small business. Designer & maker of travel cases w a CART. #sober Politically Conservative, Life NRA, #2A, Tea Party thinking, Term Limits, Trump/Pence to MAGA!",11660,12076,157,12/20/2011 15:44,59902,,FALSE,105023,en,coached
7.70E+17,Lyn Smith,liberalismental,,FALSE,"I am a Christian, wife, proud USAF mom, and nurse. I am ???? #MAGA. No PC, no filter. Lists = blocked. Don?€?t like it; put your pink p*ssy hat on & grab a pacifier",3714,4225,5,8/27/2016 15:05,38928,,FALSE,49255,en,coached
22891214,Robbin Young,Robbin_Young,USA ,FALSE,SAG-AFTRA Actress | ?€?007?€? James Bond Girl | 18 Playboy Pictorials | Model | Author | @_NudeChristian | Ordained Minister l Patriot ????????,20694,11083,190,3/5/2009 6:42,27343,,TRUE,25261,en,coached
74082962,Tim Nicolai,tim_nicolai,"brooklyn, ny",FALSE,"eighty-two time Pulitzer winner, @gradacting alum, writer, nerd. upcoming: Othello @publictheaterny/Central Park. political junkie. #stlcards fan.",766,2816,6,9/14/2009 5:31,5419,,FALSE,12768,en,coached
9.17E+17,JayDee,NonTexanInTexas,,FALSE,Tennessee boy. Proud father. Grateful husband.,66,422,1,10/8/2017 20:07,2116,,FALSE,555,en,coached
7.85E+17,Deplority Report???,DeplorityReport,"Clovis, CA",FALSE,Conservative???Naturalized US Citizen??????Cowboys???? ???Trump??????Symmography???????Road Trips???Words?????????????????????? ???MA/English/Editor ???Textual Healer??? DM 4 info #FBTS,2157,1769,27,10/9/2016 1:58,19512,,FALSE,12210,en,coached
9.65E+17,J.A hardy,JaHardy65,,FALSE,"I am a 100% Social Conservative, retired police officer and Christian. I am most likely one of the least po??lit??i??cal??ly cor??rect men you will ever know!",311,420,1,2/16/2018 23:59,134,,FALSE,494,en,coached
7.58E+17,Jos'n,Josn_bLunt,,FALSE,,60,50,0,7/25/2016 19:54,8512,,FALSE,6322,nl,coached
7.67E+17,Robert Jones,robertjones3575,,FALSE,"Tired of Left/Lib/Dem/MSM ???????????? & ?€?victim?€? scams. Tired of worship of ?€?celebrities?€?, athletes,& sports in general. Typos R deliberate. I follow back (most times).",3357,4975,19,8/20/2016 0:37,9658,,FALSE,30384,en,coached
4528626621,Master Wyatt Gurp,realWyattGurp,"Moscow, Russia",FALSE,American Nationalist. Capitalist. Wall Enthusiast. Screencapping this makes you gay. https://t.co/ze6nitIAMR #MAGA #AmericaFirst,384,94,5,12/18/2015 21:36,34163,,FALSE,23513,en,coached
228439382,Norm DePlume,NormDePlume69,,FALSE,,56,322,2,12/19/2010 18:36,1245,,FALSE,3006,en,coached
1605521748,Kosher Nostra,koshernost,,FALSE,"Please, rebut my argument or seek to demean me by evincing my low follower count. Waste both our time, it's cool.",106,258,1,7/19/2013 9:43,16368,,FALSE,3382,en,coached
9.67E+17,Jay Kliever,JayKliever,"Annapolis, MD",FALSE,"An American who Loves America an Thinks Obama does NOT.????????????????MAGA
PLANNED PARENTHOOD KILLS-NRA PROTECTS",1530,3097,4,2/23/2018 3:24,830,,FALSE,1890,en,coached
7.91E+17,RestoreRepublic,Exposing_thugs,"Reversing the Course, Oregon",FALSE,,2171,4945,9,10/26/2016 0:58,7155,,FALSE,8936,en,coached
39063635,American Guy ????????,YankReb69,United States,FALSE,"Veteran of the U.S. Armed Forces. Proud American. BONO MALUM SUPERATE. AMOR PATRIAE. ?????????? ????????.
#NAVY #ARMY #2A",6810,6635,95,5/10/2009 15:40,9078,,FALSE,62152,en,coached
3540707537,J D-R MAGA/KAG/WWG1WGA #duh,juliedavisraley,"Lampasas,tx",FALSE,. Native Texan. USAF ???President of the Good Sam Texas Military Retirees,4058,5000,11,9/4/2015 3:39,18361,,FALSE,22812,en,coached
9.67E+17,FREEDOM VINE: Free Speech Media,fv_freedom,,FALSE,?€?Conservative Social Network ?€? Free Speech ?€? ?€?MISSION: Combat Censorship ?€? 1st Amendment?€? ?€?DONATE TO FV: https://t.co/9iacIZyQGQ ?€?EMAIL: ashley@redaudience.com,404,907,0,2/23/2018 13:20,204,,FALSE,368,en,coached
8.81E+17,Canadian Lady,BourgaizeGail,Canada,FALSE,RN (ER/Trauma) Wife Mom Young Nana of 5 (my ????'s) ?????? animals Esp my 3 DOGS??????     ????????????????PRO-GUNS ????   NOT PC????#WOKE #QAnon ??????????????????????#EndChildTrafficking   LISTS=BLOCK,3883,3991,16,7/2/2017 0:48,46297,,FALSE,7363,en,coached
1026804151,irishnfree,AliceRountry,,FALSE,,440,433,3,12/21/2012 17:21,11543,,FALSE,18839,en,coached
3238230728,Daisy May,isleofcapri777,,FALSE,,377,40,8,6/6/2015 21:26,15,,FALSE,39902,en,coached
302645492,Donna,DonnaSwanston,Narnia,FALSE,,968,621,6,5/21/2011 14:40,6087,,FALSE,21160,en,coached
1176708848,CBinTennessee,Twin_Travel,"Tennessee, USA",FALSE,Christ Follower/Family Man/Paradigm Shifter/Hopeless Idealist & Optimist/Author/Dr. of Education/Agitator/ Studiuj?? j??zyk polski  https://t.co/ZSoEtpYCPL,2254,3318,74,2/13/2013 20:07,21926,,FALSE,45826,en,coached
2310907099,Born To Be Fired,borntobefired,#MAGA #2A,FALSE,"Its not about losing ur job. It's about firing urself daily, stepping out of the box. Developing an elastic mind. The answers r n ea of us if we take the time.",4629,4546,12,1/26/2014 0:06,3449,,FALSE,13846,en,coached
1441234915,Trumpman,Trumpology911,USA,FALSE,"Former Pro golfer. Will vaporize liberals.  Waterboarder. Freelance Comedian. Obama is a traitor!! Clintons are scum!!
PATRIOT #MAGA ????????????????",4361,4767,18,5/19/2013 13:38,117191,,FALSE,41144,en,coached
3725831532,Kelli Miller,1206geauxtigers,"Louisiana, USA",FALSE,Mother to the most amazing kid in the world. Hoping to survive this mess called Trump. Figuring out everything in between. #Resist #FBR,1767,1598,30,9/29/2015 12:55,77116,,FALSE,56454,en,coached
7.18E+17,carole,dagnon_carole,"Highlands Ranch, CO",FALSE,"ND, MT, AZ, CA, TX, CO, outdoor enthusiast, Wife & mother of 2 awesome boys, life is good!",46,273,2,4/8/2016 1:22,5916,,FALSE,7752,en,coached
9.50E+17,LNPcommonsense,pcommonsense,,FALSE,,738,269,5,1/8/2018 22:31,50287,,FALSE,57123,en,coached
262325223,B,BrentWagner,,FALSE,"The people are going to rise, like the waters upon your shore. PT Barnum was right.",559,3003,12,3/7/2011 20:51,1108,,FALSE,20817,en,coached
24959466,LD??????USA,lisadpitt64,Pittsburgh,FALSE,????????America has ALWAYS BEEN GREAT????????,167,222,5,3/17/2009 21:32,4927,,FALSE,10467,en,coached
26334824,Timo El Hombre Lobo,chillipope,Neverland,FALSE,"bearded Canary, FA ref, football coach, educator. not a snowflake, leftie, no safe space needed, not illegal nor living off government",1585,438,30,3/24/2009 21:55,95932,,FALSE,41751,en,coached
35467771,Deb W,Deborahw37,Wildest East Anglia,FALSE,Mostly harmless except to trolls and bots. I block both.,331,255,8,4/26/2009 13:51,31566,,FALSE,11693,en,coached
589606816,Marcia La R??sistance,MarciaBunney,California,FALSE,"Cat Maven (3) | Writer | Soprano Diva | #HRC #TheResistance #UniteBlue #Indivisible #GrabYourWallet #WhereAreTheChildren I BLOCK: SALES, RWNJs, PORN",9554,10506,17,5/25/2012 2:10,274605,,FALSE,165850,en,coached
9.59E+17,Jason Durant,JCD1278,Northeast,FALSE,,24,38,1,1/31/2018 0:56,4426,,FALSE,832,en,coached
9.32E+17,Terri Lynn,TerriLynn510,,FALSE,Democrat. ProCHOICE. Atheist. My kids are my greatest teachers. I report & insta block trolls & ALL maga! Michiganander living in Oklahoma.,256,516,2,11/17/2017 13:12,10454,,FALSE,8388,en,coached
30576483,MichelleMarie Kinney,MMKinney,"Colorado Springs, CO ",FALSE,,270,99,12,4/12/2009 1:57,22551,,FALSE,22689,en,coached
2716850508,Jairry Paragh,jaijairry,The Netherlands,FALSE,"Born in South-america out of a Brahman father and Jewish mother, honouring Sanatan Dharm beliefs (Eternal Law). Freedom to live as you choose. Against injustice",8771,9830,168,8/8/2014 11:07,40435,,FALSE,52149,nl,coached
7.19E+17,Super Elite Tod Chappuis,tod1776,'Dont Tread on Me',FALSE,101st AirAssault Vet NetworkAdmin  #Songwriter #Piano published: Ode to Blue Collar and Road's of Gold #Jesus #Faith #2A #MAGA #NRA #Winchester #SuperElite ????????????????,13767,14843,139,4/10/2016 16:37,90228,,FALSE,120189,en,coached
908963659,Isabelle The Heiress #1,QueenDPortugal,"Los Angeles, CA",FALSE,"Surf industry, Architecture ,libertarian, EU & US Citizen value education, God follows me around and I like it Orange County Housewife Seal Beach,California",1958,1834,32,10/27/2012 21:28,22242,,FALSE,16061,en,coached
3589010426,LynnZ,ZemanLynnZ,USA ,FALSE,UT Alum/Real Estate Developer & Designer/Accidental Activist/ Snarky at times/ REPORT and Block ALL BOTS #TheResistance #ExGOP Blocked by Hannity ????????,15283,10726,29,9/17/2015 2:09,88999,,FALSE,52554,en,coached
8.79E+17,Wallace Kennett,WallaceKennett,"Texas, USA",FALSE,"""Those who would trade Liberty for Security deserve,and will receive,neither.""-Ben Franklin""Without property rights,YOU are the property!""-David Knight-Infowars",2721,4983,3,6/26/2017 19:24,6897,,FALSE,8952,en,coached
2532745032,michelle cumming,mcumming13,,FALSE,disclosure of truths and expanding consciousness on and off ????,56,139,0,5/29/2014 14:27,873,,FALSE,420,en,coached
7.03E+17,Bridget Ryder,bridget4kicks,"New York, USA",FALSE,#MAGA  #AmericaFirst Former #Democrat Recovering #Liberal,10114,11451,114,2/26/2016 2:24,239708,,FALSE,106518,en,coached
57458520,Ty Brown,tybrown3,Nashville,FALSE,"Science, Politics, Mystery",563,1587,8,7/16/2009 21:54,306,,FALSE,5343,en,coached
2281093466,wall,PJ1963Indy,Pork capital-libtard Maryland,FALSE,"american citizen abides by the Constitution Dt 30: 19 Choose life then| that you and your descendants may live, by loving the Lord, your God",886,1351,93,1/7/2014 19:54,4195,,FALSE,109427,en,coached
41687149,Dale spiers,cornbreadpapa,United States,FALSE,"Conservative, I respect honor and integrity, I hate liars and crooks and thieves, protector of freedom",2838,4882,11,5/21/2009 21:54,1448,,FALSE,10313,en,coached
876245732,Gas Station Sushi,forusewhendrunk,,FALSE,I liked ur tweet while I was on the can,57,281,3,10/12/2012 19:16,3957,,FALSE,3134,en,coached
14751764,Carlo Guardascione,RCLGuard,"Chicago, IL",FALSE,I only work to support my Disney habit.,147,229,6,5/12/2008 23:48,2159,,FALSE,1281,en,coached
48775358,Amy,TheLadyofLedger,RI,FALSE,"Si vis amari ama...The night is dark and deep when she rises and the sky, begins to adorn her. She uses hope to cloth her and light to adorn...I am Aurora-",103,275,0,6/19/2009 17:53,1540,,FALSE,2851,en,coached
372494314,Alan Kleinman,waggles111,United States,FALSE,,807,1134,22,9/12/2011 21:43,45109,,FALSE,113160,en,coached
