id,name,screen_name,location,protected,description,followers_count,friends_count,listed_count,created_time,favorites_count,timezone,verification,statuses_count,language,topic
7.87892E+17,American 🇺🇸 Mike,DeplorableMikeX,United States of America,FALSE,"America First, Patriot, Christian, Constitution.... #KAG #WWG1WGA",4389,4968,20,10/17/2016 5:45,64140,,FALSE,26928,en,backer
3334747030,Lisa_Page_Has_A_Posse,Jeffner01,United States,FALSE,"Heroes live in history, but legends never die.",659,140,1,6/19/2015 12:40,8635,,FALSE,5651,en,backer
327041632,Vicki Jay,ascending2him,texas ,FALSE,God alone Christ alone Scripture alone !NOT CONFUSED about the TRUTH !#CruzControl2018 #CruzCrew2018 on gab ...https://t.co/YyXsDkXhRa,3476,3165,72,6/30/2011 22:17,251263,,FALSE,160034,en,backer
1169280680,Vince,vincecaporale3,,FALSE,,5,25,0,2/11/2013 15:54,1252,,FALSE,653,en,backer
9.55444E+17,Deplorable Wench,DeplorableWench,"New Mexico, USA",FALSE,"Pro-LEO, FF, Military, Trump. Former LT FF. Proud Wife of RET MSG US ARMY/SGT US MARINE CORPS @deplorablevet22 @potus 
 #MAGA #STANDING #KAG #2A #1A",3153,3538,3,1/22/2018 14:18,12075,,FALSE,3734,en,backer
8.22644E+17,Ms Swis,MsSwis,,FALSE,,256,119,2,1/21/2017 3:16,14751,,FALSE,25031,en,backer
59584299,Irrelevant Pantsuit,foofigirl,"Las Vegas, NV",FALSE,"STOP sitting idly by waiting for someone else to change a law, do something, fix something. Get up and do it yourself!",123,128,0,7/23/2009 20:48,10699,,FALSE,2010,en,backer
7.81182E+17,Mark Douglas Scherer& Pamela Scherer,Markis4America,"Kentucky, USA",FALSE,"I'm Mark Scherer and I'm into politics because so many need to be out of politics.  #MAGA  
#TakeOurKidsBack",515,600,1,9/28/2016 17:19,360,,FALSE,6887,en,backer
590180745,Cynical One,chipbunn,Reality and TRUTH!,FALSE,"Retired and Cranky, conservative, Dog Lover - they never lie, 
GO Dawgs and Braves fan, NRA",4024,5001,71,5/25/2012 15:53,201,,FALSE,43288,en,backer
8.14162E+17,Spanky The Dog,SpankyTheDog1,North Texas.,FALSE,Retired and enjoying life.  Worked in the Data industry with some law enforcement in my back ground. I belive in this nation and can't stand those who defile it,1760,1530,10,12/28/2016 17:31,34248,,FALSE,8458,en,backer
9.5588E+17,Ric Gonzales,RicGonzales7,"San Antonio, TX",FALSE,"1 of 10 raised in a strict Catholic, Dem household. At 12, convinced Mom I was a conservative. Now 83, Mom realized at 75 that she was always a conservative.",1881,2030,1,1/23/2018 19:09,3034,,FALSE,4280,en,backer
210643324,#WWG1WGA,In66gal,,FALSE,"Follow me on Gab https://t.co/WqGw9hX7uW. I believe in God, truth, justice and the American way. Proud Deplorable Trump 2020 Where We Go One We Go All No Lists",8711,8655,76,10/31/2010 23:26,85590,,FALSE,71566,en,backer
3239234936,Sammy Underwood,sammy_underwood,"Gainesville, GA",FALSE,Married to Darlene Underwood 2 children 5 grandchildren.,3520,3574,0,6/7/2015 21:59,6427,,FALSE,29611,en,backer
8.63853E+17,JB,JbCommanche,,FALSE,#MEGA,35,34,1,5/14/2017 20:28,10530,,FALSE,2736,en,backer
8.92855E+17,UnmaskDarkness,UnmaskDarkness,,FALSE,"Take no part in the worthless deeds of evil and darkness, instead, expose them.",38,47,0,8/2/2017 21:09,808,,FALSE,777,en,backer
49023129,CJTRUTH,cjtruth,,FALSE,"Husband/Father Fighting For Faith, Justice and Freedom. Exposing the Darkness. My faith is in Jesus not in Q but I do listen to Q 🙏 #MAGA #CHRISTIAN #QANON",1967,773,7,6/20/2009 14:51,27057,,FALSE,17229,en,backer
211240572,Julia Burrell,republiclvr,,FALSE,"Mom, Wife, Lover of Christ, Scripture Junkie & fueled by His Truth. 2A Law Abiding Gun Owner~Does this make me extremist? I think not~only normal! Greater SW MI",174,85,10,11/2/2010 18:23,8993,,FALSE,23126,en,backer
28849949,🌻👾🌻Chelle 🌻👾🌻,Cocoabitter,"Florida, USA",FALSE,Legal Immigrant from Jamaica 🇯🇲 Nat. Citizen/ Truth Seeker/ Social Worker /Mother/ Wife #MAGA 🇺🇸 Somehow I don’t get your notifications. Thanks Twatter.,1375,1556,12,4/4/2009 19:06,22398,,FALSE,13532,en,backer
7.30591E+17,SinChickenSpinna,shit_anaconda,weimerica,TRUE,just fuck my shit up fam,487,1149,24,5/12/2016 2:51,43173,,FALSE,35700,en,backer
410413827,Steve Tefft,stevetefft,"Cape Cod, MA",FALSE,I bleed Husky blue and despise groupthink. Rock-ribbed conservative. SMQ was the coolest. I'm not the tattoo guy. Happiness is a warm gun. Retweets≠endorsements,350,326,10,11/12/2011 2:21,18872,,FALSE,30423,en,backer
15777611,Crutnacker 🤬,Crutnacker,Inside your phone,FALSE,Artisanal tweeter. I'm a board certified witch doctor with an MFA in sandwich art. Hobbies are sculpting earwax and cooking with glue. Pisces. Opinions my own.,7801,4122,290,8/8/2008 13:17,9487,,FALSE,141360,en,backer
15440079,IsaacCervantes,C3rvantes,"ÜT: 29.846907,-95.551491",FALSE,"When the Cambrian measures were forming, They promised perpetual peace. They swore, if we gave them our weapons, the wars of the tribes would cease.",1535,2252,68,7/15/2008 13:14,25135,,FALSE,54331,en,backer
257211323,gym&juice,gym8juice,NYC,FALSE,,137,770,1,2/24/2011 23:41,2627,,FALSE,2407,en,backer
518043012,Barcalounger,HornetStings,Fifth Circle of Hell,FALSE,"Nuclear wasteland is my home, sun baked desert all to my own.",828,1441,2,3/7/2012 23:57,30030,,FALSE,23755,en,backer
2438858671,Basic A-Line,DunnoAbout,,FALSE,#CCOT #InGodWeTrust #USAPatriot #POTUS #FLOTUS #MAGA #TRUMP2020 #KAG #America1st #USConstitution #2A #NRA #Veterans #Freedoms #LawAndOrder #Citizenship,4602,5054,55,4/11/2014 17:41,30270,,FALSE,75024,en,backer
2438858671,Basic A-Line,DunnoAbout,,FALSE,#CCOT #InGodWeTrust #USAPatriot #POTUS #FLOTUS #MAGA #TRUMP2020 #KAG #America1st #USConstitution #2A #NRA #Veterans #Freedoms #LawAndOrder #Citizenship,4602,5054,55,4/11/2014 17:41,30270,,FALSE,75024,en,backer
9.07982E+17,J Kinkade,McKennaConnect,"Chesapeake Beach, MD",FALSE,"Wife of fmr Marine, Mom, Writer, fmr Intel Officer, Disabled Vet. Books: The Zero Line, The Red Bridge, and Braving the Straits MAGA🇺🇸🇺🇸 MAGA MAGA🇺🇸🇺🇸",1778,2348,1,9/13/2017 14:57,9396,,FALSE,7637,en,backer
3098500169,beauregard rooster,stillcrowing1,,FALSE,PROUDLY DEPLORABLE,4928,5394,124,3/20/2015 6:28,148352,,FALSE,157650,en,backer
183869529,Kingsley Nnaji🇺🇸,kingsleynnaji30,,FALSE,#MAGA🇺🇸   #TRUMP🇺🇸,1170,1831,1,8/28/2010 2:44,4314,,FALSE,1388,en,backer
883428012,Mayra Gutierrez,mayrasons2,"Boston, MA",FALSE,"#WasADamnedDem
#NEVERAGAIN #Awake #2A #VoteDemsRatsOut #MAGADefundPP #PPHasAQuotaToMeet #MarchForLife #TrumpTriumphantlyTriumphs #TrumpTouch #Neva4HER #NoDMS",3370,2487,14,10/16/2012 1:24,40926,,FALSE,39779,en,backer
9.14743E+17,DeAnna 🇺🇸🇺🇸#Patriot,GhostFox1117,"Idaho, USA",FALSE,"#MAGA #Deplorable I support my president! THIS AINT https://t.co/x2HLKmu4Nv, LEAVE ME ALONE Here for politics but i also love @StephenAmell and @nockingpoint wines.",2194,3255,1,10/2/2017 6:43,2307,,FALSE,1055,en,backer
8.65031E+17,Dawn Pisturino,DawnPisturino,"Arizona, USA",FALSE,Published Writer and Psychiatric RN - #MAGA #AmericaFirst #Trump2020 #2a #1a #NRA #USConstitution #Vets #BlueLivesMatter #ProLife ✝️🇺🇸,1384,1335,13,5/18/2017 2:26,3762,,FALSE,3020,en,backer
2850284986,PRIDESCARVES,pridescarves,"Ft Walton Beach, FL",FALSE,,1647,844,36,10/29/2014 19:03,172930,,FALSE,95520,en,backer
2407211198,Trigger time🚀🇺🇸,GunsmithA,"Rifle Range, AR",FALSE,"Ret RN, USMC SSGT, Army CPT(ret)1A,2A, proLife,NRA life, liberalism is mental, MAGA,Oath Keeper, Dogs are smarter than liberals, #MAGAveteran",7105,7160,6,3/23/2014 14:45,20884,,FALSE,31758,en,backer
2349548096,ACBC@678,hopey678,,FALSE,American Conservative Black Child.. of God #MAGA Jesus is Lord!,626,1002,1,2/18/2014 4:38,9502,,FALSE,4556,en,backer
151284118,Robyn Harms,rockinrobyn59,"Dodge,NE",FALSE,"Country girl, Christian. farmwife, nurse, mother of six kids. Love to read and listen to music, big fan of Casey James and Robert Pattinson.",5016,4942,77,6/3/2010 1:55,47982,,FALSE,87919,en,backer
7.97506E+17,Barbara O,Barbara72957293,Virginia ,FALSE,"2nd gen American & Deplorable. Save yourself, vote Republican. Don’t like my posts? Probably don’t like yours either 🇺🇸🇮🇱 🏳️‍🌈  Walk Away",4180,4331,11,11/12/2016 18:28,56034,,FALSE,30530,en,backer
7.75526E+17,Stuart Evan Rice,SEvanRice,"Provo, UT",FALSE,"Writer, composer, walker.",31,57,1,9/13/2016 2:45,827,,FALSE,2796,en,backer
8.29769E+17,Terri Bradley,TLYNNB7,,FALSE,,46,114,1,2/9/2017 19:10,255,,FALSE,2128,en,backer
16547438,Paulaspaulatics,paulaspaulatics,,FALSE,"Constitutional conserv since I was 14, luv  C Span, politics, Va Tech, ancestor of Mayflower, Rev War, Civil War,WWII heroes. Love the USA & damn proud of it!",2762,2145,46,10/1/2008 18:09,75667,,FALSE,61276,en,backer
2568002604,SoCalOCPatriot,SoCalOCPatriot,,FALSE,"Mother, wife,  Engineer,  conservative.  Not Politically Correct #MAGA Trump Supporter.",366,1095,1,6/15/2014 0:28,3717,,FALSE,4358,en,backer
8.2229E+17,Tonya🗯,tonya110104,,FALSE,,228,149,0,1/20/2017 3:49,44928,,FALSE,12869,en,backer
1514534004,D~plrbl Sabrena,auntbea23,Utah USA,FALSE,lover of God/COFFEE/Gardening/Fishing/racism sucks! FB @antoniosabatojr Anthony @scaramucci. @therealroseanne @realerincruz &other 😎 ppl #MAGA,5508,5740,51,6/13/2013 21:51,35510,,FALSE,36610,en,backer
211240572,Julia Burrell,republiclvr,,FALSE,"Mom, Wife, Lover of Christ, Scripture Junkie & fueled by His Truth. 2A Law Abiding Gun Owner~Does this make me extremist? I think not~only normal! Greater SW MI",174,85,10,11/2/2010 18:23,8993,,FALSE,23126,en,backer
8.17874E+17,RobbietheRobot,Snob_Monster,,FALSE,You can watch things happen; you can wonder what just happened or You Can Make Things Happen!,136,10,0,1/7/2017 23:23,6613,,FALSE,9022,en,backer
100258473,George Gootee,Bluecatbug,,FALSE,,277,328,2,12/29/2009 16:09,9024,,FALSE,16578,en,backer
2663115926,Demetri Papazoglakis,bad_robot_57,"Kenwood, OH",FALSE,It's amazing how confused and distracted and misdirected so many Democrats are. #MAGA,3835,2525,71,7/20/2014 14:17,14959,,FALSE,108469,en,backer
1361736265,SPAB,spab27,"Orange County, FL, US",FALSE,🇯🇲 by birth 🇬🇧 by descent 🇺🇸 by choice,51,104,4,4/18/2013 11:53,652,,FALSE,2878,en,backer
7.83335E+17,Nick Kohlhepp,NickKohlhepp,"Darlington, Md",FALSE,"Lt Baltimore City Fire,                
Yes that's my lawn... #MAGA",4717,4755,3,10/4/2016 15:56,6271,,FALSE,19019,en,backer
8.2934E+17,Madhatter,siriuskathleen1,,FALSE,"""I won't insult your intelligence by suggesting that you really believe what you just said.""   William Buckley, Jr.; Psalm 56:4",337,348,7,2/8/2017 14:44,4237,,FALSE,18862,en,backer
1923265614,Ease,PancakeBreasts,,FALSE,^ RIP Dad 5/18 😢,233,294,41,10/1/2013 12:25,23387,,FALSE,1895,en,backer
214829926,❌Dr. Deplorabot ❤️🇺🇸,buybuydandavis,,FALSE,,834,347,13,11/12/2010 10:11,97153,,FALSE,74819,en,backer
1338320749,Pinky & Penny,tobyismybaby,"Chicago, IL ",FALSE,"An Animal Lover 
A former Republican, who’s disgusted with its Leaders #TheResistance",156,451,0,4/9/2013 4:44,3036,,FALSE,1935,en,backer
37037100,PDowd,AuntDowd,South U.S.,FALSE,,157,369,0,5/1/2009 20:46,10902,,FALSE,6526,en,backer
532463920,Chris,Chris464209,Athens Ga,FALSE,I support President Trump #MAGA,136,373,0,3/21/2012 18:47,5314,,FALSE,7860,en,backer
1601527070,jane,JcJaneJetson,,FALSE,jane knows nothing....,129,306,8,7/17/2013 18:07,3219,,FALSE,3824,en,backer
1891778234,NumisBit🇺🇸🇺🇸🇺🇸,Btully41Tully,between logic&reason,FALSE,Free spirit entrepreneur. Modern Numismatics. Against destructive PC culture & safe spaces. Keep it real. My kids are Dreamers too!!! #ShallNotBeInfringed,1895,2260,27,9/21/2013 23:10,37425,,FALSE,22759,en,backer
7.16435E+17,Opinionist™,JenMax57,"Milano, Lombardia",FALSE,The noise is just too much. Turn it off! /To Jack. For eternity. 9/15/61- 6/30/16 Independent. Non supporter of any political party. RTs not endorsements.,806,1035,2,4/3/2016 1:21,53174,,FALSE,25149,en,backer
1836174450,John Henry Gundling,GundlingJh,"Washington, DC Area",FALSE,"#2A, 1A, Strict Constitutionalist. BTW NRA Life Member. Profile under my review.",1946,3135,2,9/8/2013 23:43,15043,,FALSE,12966,en,backer
237664564,MC Apparitional Experience🐉🚀,ephemeralobject,,FALSE,"Joined Twitter for haikus not trolls but here we are. Nurse & writer. ""There is a crack in everything, that's how the light gets in."" Do not give up. Do not.",2136,1974,57,1/13/2011 10:22,1838,,FALSE,45676,en,backer
576874084,racso,76overdue,"Wenatchee, WA",FALSE,"self titled professional cultural expositor                                                             please follow and retweet, super appreciated",74,260,0,5/11/2012 5:36,3083,,FALSE,2439,en,backer
8.83424E+17,Deplorable Ron,philippians437,"Bradenton, FL",FALSE,God and country🇺🇸#MAGA#Vet#Republican.Pro-Life.# 2A 🍺No DATING!,8531,8525,10,7/7/2017 20:35,12541,,FALSE,20047,en,backer
8.14953E+17,Mike,lpgmike,,FALSE,Just my opinion don't melt snowflakes,70,103,2,12/30/2016 21:55,1057,,FALSE,4786,en,backer
3077842258,Emy,INVUQT,Canada,FALSE,"Animal lover/advocate, political animal for truth, justice, accountability. Injustice anywhere is a threat to justice everywhere ~ MLK Jr  Will FollowBack",3927,4997,158,3/7/2015 18:24,40500,,FALSE,106174,en,backer
89053784,🇺🇸Some Guy Tag,JasonTAGinJAX,,FALSE,"Nobody owes you anything,you earn https://t.co/AXUUNrcCfH won’t always get what you want in life.",117,136,19,11/10/2009 23:37,4301,,FALSE,30578,en,backer
1317593269,"Ubaldo Pineda, MD.",Onimaru_86,,FALSE,My Greatest Trial has not begun.,91,252,1,3/31/2013 2:40,788,,FALSE,1144,en,backer
7.89821E+17,Gigi@demsrdopes,demsrdopes,UNITED STATES,FALSE,,3693,4963,16,10/22/2016 13:31,35488,,FALSE,117216,en,backer
862231634,djp,djpsom,survivorland,FALSE,"survivor of violence, animal advocate , Left leaning, gun-hating, vegetarian, who hates animal abusers #uniteblue,#theresistance ,blue tsunami",5128,5591,40,10/5/2012 0:02,17511,,FALSE,98322,en,backer
105347784,pamela taylor,summertime4evr,lutherville,FALSE,,26,61,0,1/16/2010 2:47,1910,,FALSE,911,en,backer
3464467516,Shirley Armi Beatty,shirleyann6815,"Fort Worth, TX",FALSE,"Nurse, Wife, Canadian, County Girl, Political Junkie, Bird Nerd, Fort-Worth fan, Cottager, Country Music lover-  hater of haters",96,282,4,8/28/2015 3:38,4096,,FALSE,2031,en,backer
3318238316,❤️Lori🇺🇸Miller💙,LoriMillerTX1,"Dallas, Texas",FALSE,♦️Patriotic American♦️Proud Texan♦️Christian♦️Conservative ♦️Support Military♦️#BacktheBlue♦️Huge Trump Supporter💯 ♦️#MAGA 🚂💨♦️#TrumpTrain 🚂💨♦️#Trumpville,16005,12627,24,8/18/2015 2:01,30419,,FALSE,14542,en,backer
1677163424,Hyeon,hyeoncsyu,,FALSE,,5,36,0,8/17/2013 2:44,679,,FALSE,1182,en,backer
2998672193,My Opinion,trolinthebull,Southeast,FALSE,Anything retweeted is not adopted as a statement of fact MAGA,1188,1999,11,1/25/2015 21:37,7178,,FALSE,48899,en,backer
7.58459E+17,Hunter6,PatrickKanaley,"Mooresville, NC",FALSE,,44,46,2,7/28/2016 0:27,308,,FALSE,886,en,backer
