id,name,screen_name,location,protected,description,followers_count,friends_count,listed_count,created_time,favorites_count,timezone,verification,statuses_count,language,topic
9.41947E+17,LiveOutLoud,LiveOutLoud03,,FALSE,,0,14,0,12/16/2017 8:25,123,,FALSE,11,en,march
1341799256,Owen Loney,Minerva452010,,FALSE,,300,1091,8,4/10/2013 12:33,8,,FALSE,21919,en,march
1341799256,Owen Loney,Minerva452010,,FALSE,,300,1091,8,4/10/2013 12:33,8,,FALSE,21919,en,march
7.47602E+17,Carolyn Washington,__SERIOUSLY___,United States,FALSE,Academia. media & hollywood are only relevant if We The People make them relevant I was raised by parents that were colour https://t.co/WSKzIm4Rd1 Respect,3867,4847,12,6/28/2016 1:28,9614,,FALSE,15802,en,march
9.68944E+17,AR15 Gun,ar15_gun,"Bogor Utara 2, Indonesia",FALSE,I own AR15 and lots of other guns.,1,0,0,2/28/2018 20:18,7,,FALSE,860,en,march
2459121330,Debi 🇺🇸🇮🇱 #WalkAway,PoliticDeb,,FALSE,"#AmericaFirst #ProIsrael #2Amendment  #ProEquality Have gay child, haters will be blocked #ProLife #ThankAVet #BlueLivesMatter #Trump2020 Jewish ✡ #TrumpWorld",11593,12365,66,4/23/2014 3:37,144653,,FALSE,79302,en,march
8.21742E+17,JRS,Spockout1,"Scottsdale, AZ",FALSE,"Telecom Specialist #TheResistance  #FBR, geek, gadget collector, 4k enthusiast, video, photography artist,  metal caster, Democrat.",6580,6698,3,1/18/2017 15:30,14053,,FALSE,15014,en,march
8.39363E+17,Valerie Seitz,scrolling_2468,,FALSE,,11,785,0,3/8/2017 6:32,2147,,FALSE,241,en,march
30929270,Billy Barrell 🚫🦏’s,Billy_Barrell,Union City,FALSE,Sincere ignorance and conscientious stupidity is at hand - Prepare - #KAG https://t.co/F6LaGUJg9D,2952,2826,20,4/13/2009 18:55,17089,,FALSE,15792,en,march
3272470699,Deplorable CEC,Truthdojo,,FALSE,"God, guns, bacon and my American flag! Appreciator of common sense, Fiercely Patriotic!  My USA is the greatest nation in the world. Prayer is my thing! # MAGA",5691,5276,33,7/9/2015 2:01,6066,,FALSE,31669,en,march
296438132,The Denton Traveler,dentontraveler,"Denton, TX",FALSE,"The Denton Traveler podcast and blog, here to provide all the great vibes of Denton, TX",143,528,16,5/10/2011 19:19,240,,FALSE,819,en,march
253090301,Guy G.Tirri,TirriGuy33,usa,FALSE,,42,175,1,2/16/2011 14:50,150,,FALSE,399,en,march
19410542,Chainsman,Chainsman,Washington DC,FALSE,Chainsman,14,111,0,1/23/2009 20:04,744,,FALSE,945,en,march
2454335684,Kenny Booker,kennyb219,,FALSE,,98,431,0,4/20/2014 6:34,1476,,FALSE,2185,en,march
109180685,Randall,PeacemakerRD58,Washington,FALSE,,76,278,1,1/28/2010 6:13,19,,FALSE,4844,en,march
109180685,Randall,PeacemakerRD58,Washington,FALSE,,76,277,1,1/28/2010 6:13,19,,FALSE,4844,en,march
136369600,Amoh-Gyebi Godwin,amohgyebi,"ghana,ksi",FALSE,"IT guy. Python, GUI expect,  PyQt. Been in coding of projects for over 3 years now.",191,566,0,4/23/2010 19:05,2835,,FALSE,1842,en,march
263616936,kevin armstrong,armkevgto,,FALSE,,9,114,0,3/10/2011 11:47,8,,FALSE,346,en,march
