screen_name,text,stance,count
AFMom3,"I support the founders of MFOL. We marched for you in Rocklin, California. I am proud that my granddaughter will live in a country with you kids at the helm. Thank you",Strong Agreement,4
AFMom3,"I support the founders of MFOL. We marched for you in Rocklin, California. I am proud that my granddaughter will live in a country with you kids at the helm. Thank you",Weak Agreement,1
ALScribner2,"Jacob Wohl is dishonest, crooked, little traitor.",Neutral,1
ALScribner2,"Jacob Wohl is dishonest, crooked, little traitor.",Strong Agreement,2
ALScribner2,"Jacob Wohl is dishonest, crooked, little traitor.",Strong Disagreement,3
ALScribner2,"Jacob Wohl is dishonest, crooked, little traitor.",Weak Agreement,1
ALScribner2,"Jacob Wohl is dishonest, crooked, little traitor.",Weak Disagreement,1
Abraham31826476,Game over. Internet exposes all the bs now. These kids are now named for all eternity also.,Neutral,3
Abraham31826476,Game over. Internet exposes all the bs now. These kids are now named for all eternity also.,Strong Agreement,1
Abraham31826476,Game over. Internet exposes all the bs now. These kids are now named for all eternity also.,Weak Agreement,1
AdamMuller7,Oops... except his own father admits to altering those emails.  So CNN wasnât the one censoring!!  Keep up buddy!,Neutral,4
AdamMuller7,Oops... except his own father admits to altering those emails.  So CNN wasnât the one censoring!!  Keep up buddy!,Strong Disagreement,1
AdamMuller7,Oops... except his own father admits to altering those emails.  So CNN wasnât the one censoring!!  Keep up buddy!,Weak Agreement,1
AdamMuller7,Oops... except his own father admits to altering those emails.  So CNN wasnât the one censoring!!  Keep up buddy!,Weak Disagreement,2
Adamsmi509,You sound like the kid who got bullied by drama kids in high school. Lol,Neutral,2
Adamsmi509,You sound like the kid who got bullied by drama kids in high school. Lol,Strong Agreement,1
Adamsmi509,You sound like the kid who got bullied by drama kids in high school. Lol,Weak Agreement,1
Adamsmi509,You sound like the kid who got bullied by drama kids in high school. Lol,Weak Disagreement,1
AgHarp51,"Ummm, around 850,000 folks.  You need to go back to math class.  Everything official I see says 200,000 or so.  With only about 10% being 18 or younger.",Strong Disagreement,3
AgHarp51,"Ummm, around 850,000 folks.  You need to go back to math class.  Everything official I see says 200,000 or so.  With only about 10% being 18 or younger.",Weak Disagreement,2
Alchemy363,Now we do!,Strong Agreement,1
Alchemy363,Now we do!,Weak Agreement,4
AlexHamUSA,He should have gone and asked his original question anyway.,Neutral,1
AlexHamUSA,He should have gone and asked his original question anyway.,Weak Agreement,4
AlexLondonUK,"Manipulation, spin & corruption is all they know.",Strong Agreement,3
AlexLondonUK,"Manipulation, spin & corruption is all they know.",Strong Disagreement,1
AlexLondonUK,"Manipulation, spin & corruption is all they know.",Weak Disagreement,1
AlexontheMic,"Ummm.... these were people working the event. Keyword: working. I was there. They were selling tee shirts, taking donations, and signing people up to register to vote. You tried, though.",Strong Disagreement,3
AlexontheMic,"Ummm.... these were people working the event. Keyword: working. I was there. They were selling tee shirts, taking donations, and signing people up to register to vote. You tried, though.",Weak Disagreement,2
AliceRountry,He looks like James Comey,Neutral,4
AliceRountry,He looks like James Comey,Weak Agreement,1
AltFireAviation,"oh, you took a break from kissing Trumps ass I see",Neutral,2
AltFireAviation,"oh, you took a break from kissing Trumps ass I see",Strong Disagreement,3
AmericaUprise,This is why @CNN is going broke.,Neutral,1
AmericaUprise,This is why @CNN is going broke.,Strong Agreement,2
AmericaUprise,This is why @CNN is going broke.,Weak Agreement,3
AmericaUprise,This is why @CNN is going broke.,Weak Disagreement,2
Amusedandhappy,No Violence at any of #March4OurLives protests!!! How many times have this many people gathered together for change without any notable headlines of violence?!,Strong Agreement,3
Amusedandhappy,No Violence at any of #March4OurLives protests!!! How many times have this many people gathered together for change without any notable headlines of violence?!,Weak Disagreement,2
AmyG1Love,Such BS,Neutral,4
AmyG1Love,Such BS,Strong Agreement,1
AmyG1Love,Such BS,Strong Disagreement,1
AmyG1Love,Such BS,Weak Agreement,2
AndreaS37687,"VERY IMPORTANT VIDEO. Federal ""Drills"" on going at 911, Newtown, Texas, Fla., Las Vegas BEFORE the killings.  Pay attn to the details.  PAY ATTN
@tracybeanz @Thomas1774Paine @drawandstrike",Neutral,6
AndreaS37687,"VERY IMPORTANT VIDEO. Federal ""Drills"" on going at 911, Newtown, Texas, Fla., Las Vegas BEFORE the killings.  Pay attn to the details.  PAY ATTN
@tracybeanz @Thomas1774Paine @drawandstrike",Strong Agreement,2
AndreaTheiss2,Again CNN takes a position with OBama years before and seizes the opportunity to push the agenda again. Keep the politics out. Concentrate on what actually works in a bigger picture.,Neutral,4
AndreaTheiss2,Again CNN takes a position with OBama years before and seizes the opportunity to push the agenda again. Keep the politics out. Concentrate on what actually works in a bigger picture.,Strong Agreement,1
AndreaTheiss2,Again CNN takes a position with OBama years before and seizes the opportunity to push the agenda again. Keep the politics out. Concentrate on what actually works in a bigger picture.,Weak Agreement,2
AndreaTheiss2,Again CNN takes a position with OBama years before and seizes the opportunity to push the agenda again. Keep the politics out. Concentrate on what actually works in a bigger picture.,Weak Disagreement,1
AngryDingo,"You don't think @Cnn would leave this up to amateurs, do you?",Neutral,1
AngryDingo,"You don't think @Cnn would leave this up to amateurs, do you?",Strong Agreement,4
AngryDingo,"You don't think @Cnn would leave this up to amateurs, do you?",Weak Agreement,2
AngryDingo,"You don't think @Cnn would leave this up to amateurs, do you?",Weak Disagreement,1
AnitaSpringer5,CNN did not want to hear honest questions and answers. They only wanted to hear the questions they wanted asked. People should realize it was all rigged,Neutral,1
AnitaSpringer5,CNN did not want to hear honest questions and answers. They only wanted to hear the questions they wanted asked. People should realize it was all rigged,Strong Agreement,2
AnitaSpringer5,CNN did not want to hear honest questions and answers. They only wanted to hear the questions they wanted asked. People should realize it was all rigged,Strong Disagreement,1
AnitaSpringer5,CNN did not want to hear honest questions and answers. They only wanted to hear the questions they wanted asked. People should realize it was all rigged,Weak Agreement,2
AnitaSpringer5,CNN did not want to hear honest questions and answers. They only wanted to hear the questions they wanted asked. People should realize it was all rigged,Weak Disagreement,2
AnnaMariaMari10,Well this tweet didn't age well..,Neutral,7
AnnaMariaMari10,Well this tweet didn't age well..,Weak Agreement,1
AnneLeake3,They do not want our American people to know the truth.,Neutral,4
AnneLeake3,They do not want our American people to know the truth.,Strong Agreement,2
AnneLeake3,They do not want our American people to know the truth.,Weak Agreement,1
AnneLeake3,They do not want our American people to know the truth.,Weak Disagreement,1
ArnoldofBmore,There is hope yet.,Neutral,1
ArnoldofBmore,There is hope yet.,Weak Agreement,3
ArnoldofBmore,There is hope yet.,Weak Disagreement,1
ArthurDanse,"THE KID DECLINED TO GO.
STOP SPREADING BULLSHIT.",Neutral,3
ArthurDanse,"THE KID DECLINED TO GO.
STOP SPREADING BULLSHIT.",Strong Agreement,1
ArthurDanse,"THE KID DECLINED TO GO.
STOP SPREADING BULLSHIT.",Strong Disagreement,3
ArthurDanse,"THE KID DECLINED TO GO.
STOP SPREADING BULLSHIT.",Weak Agreement,1
ArtieVandelay1,Yikes.,Neutral,3
ArtieVandelay1,Yikes.,Weak Agreement,2
Astro00711,You're still not getting my guns! I don't care who you are or what you try!!! Over my dead bloody body will you get my guns.. and you'll probably be dead too if you messed with me!!!,Neutral,4
Astro00711,You're still not getting my guns! I don't care who you are or what you try!!! Over my dead bloody body will you get my guns.. and you'll probably be dead too if you messed with me!!!,Strong Disagreement,1
AuntDowd,"When they care about Chicago let us know.  Watch, they will be shooting each other when they meet up.",Strong Agreement,2
AuntDowd,"When they care about Chicago let us know.  Watch, they will be shooting each other when they meet up.",Strong Disagreement,2
AuntDowd,"When they care about Chicago let us know.  Watch, they will be shooting each other when they meet up.",Weak Disagreement,1
Austinforkeep,I hope people arenât ignorant enough to believe these kids are actors!!  They probably planned the entire mass shooting...? Huh?  Stop being ignorant.  These kids are smart and shouldnât be bashed for doing what they feel is right.,Strong Disagreement,6
Austinforkeep,I hope people arenât ignorant enough to believe these kids are actors!!  They probably planned the entire mass shooting...? Huh?  Stop being ignorant.  These kids are smart and shouldnât be bashed for doing what they feel is right.,Weak Disagreement,2
AwakeOhSL33per,Reported :),Neutral,2
AwakeOhSL33per,Reported :),Strong Agreement,1
AwakeOhSL33per,Reported :),Weak Agreement,1
AwakeOhSL33per,Reported :),Weak Disagreement,4
Aztatude,Figured this was going on cause it is a CNN Town Hall. Surprised they didn't give the sheriff the questions ahead of time.,Neutral,1
Aztatude,Figured this was going on cause it is a CNN Town Hall. Surprised they didn't give the sheriff the questions ahead of time.,Strong Agreement,2
Aztatude,Figured this was going on cause it is a CNN Town Hall. Surprised they didn't give the sheriff the questions ahead of time.,Weak Agreement,3
Aztatude,Figured this was going on cause it is a CNN Town Hall. Surprised they didn't give the sheriff the questions ahead of time.,Weak Disagreement,2
BBeca1234,"Wow, who paid them? Democrats and Hollywood liberal?",Neutral,3
BBeca1234,"Wow, who paid them? Democrats and Hollywood liberal?",Strong Agreement,2
BBeca1234,"Wow, who paid them? Democrats and Hollywood liberal?",Strong Disagreement,1
BBeca1234,"Wow, who paid them? Democrats and Hollywood liberal?",Weak Agreement,2
BIG_George_NYC,"Mark, ALL of CNN's broadcasts are scripted. It is great seeing a young man come forward and actually say that HE was asked by CNN to ask scripted questions rather than his own questions. Thanks for sharing. Hey, when are you going to be in NYC? Coffee? #glrosario",Strong Agreement,4
BIG_George_NYC,"Mark, ALL of CNN's broadcasts are scripted. It is great seeing a young man come forward and actually say that HE was asked by CNN to ask scripted questions rather than his own questions. Thanks for sharing. Hey, when are you going to be in NYC? Coffee? #glrosario",Weak Disagreement,1
Barbara72957293,"I remember how solemn kids were in my high school when classmates died.  There were no smiles, no laughing or cajoling, no photos, no profit made.",Neutral,1
Barbara72957293,"I remember how solemn kids were in my high school when classmates died.  There were no smiles, no laughing or cajoling, no photos, no profit made.",Strong Disagreement,2
Barbara72957293,"I remember how solemn kids were in my high school when classmates died.  There were no smiles, no laughing or cajoling, no photos, no profit made.",Weak Agreement,1
Barbara72957293,"I remember how solemn kids were in my high school when classmates died.  There were no smiles, no laughing or cajoling, no photos, no profit made.",Weak Disagreement,1
BarryMcObaddley,@cnn using these poor kids. Just horrible.,Strong Agreement,4
BarryMcObaddley,@cnn using these poor kids. Just horrible.,Weak Disagreement,1
BeachyPiers,67% of America would retire and there'd be an employment crisis if your fake narrative was true.  JesusHChrist you fools will believe anything.,Neutral,1
BeachyPiers,67% of America would retire and there'd be an employment crisis if your fake narrative was true.  JesusHChrist you fools will believe anything.,Strong Disagreement,4
BennyBoom277,Wow,Neutral,5
Bernd_Heuser,"That never happened. The students he supposedly saved don't even exist. They're fake characters. Invented to distract. And Haab doesn't go to that school, he's a professional crisis actor for the NRA. How about that?",Neutral,4
Bernd_Heuser,"That never happened. The students he supposedly saved don't even exist. They're fake characters. Invented to distract. And Haab doesn't go to that school, he's a professional crisis actor for the NRA. How about that?",Strong Disagreement,2
Bernd_Heuser,"That never happened. The students he supposedly saved don't even exist. They're fake characters. Invented to distract. And Haab doesn't go to that school, he's a professional crisis actor for the NRA. How about that?",Weak Agreement,2
BillHar64659704,Yep another video taken down by the powers that be! Why donât you mind your business and let me decide if itâs ok for me to watch! I assume that if itâs ok fake news msm to put on the 6:00 news it should be ok for twitter???? SMDH!,Neutral,5
BillHar64659704,Yep another video taken down by the powers that be! Why donât you mind your business and let me decide if itâs ok for me to watch! I assume that if itâs ok fake news msm to put on the 6:00 news it should be ok for twitter???? SMDH!,Strong Agreement,1
BillHar64659704,Yep another video taken down by the powers that be! Why donât you mind your business and let me decide if itâs ok for me to watch! I assume that if itâs ok fake news msm to put on the 6:00 news it should be ok for twitter???? SMDH!,Weak Agreement,2
BillWhmiii,"Paid protesters, where do they sign up for 300 a day",Neutral,2
BillWhmiii,"Paid protesters, where do they sign up for 300 a day",Strong Agreement,1
BillWhmiii,"Paid protesters, where do they sign up for 300 a day",Strong Disagreement,2
BillWhmiii,"Paid protesters, where do they sign up for 300 a day",Weak Agreement,2
BillWhmiii,"Paid protesters, where do they sign up for 300 a day",Weak Disagreement,1
Billy_Barrell,"Lie. Far less than 850,000. But keep trying. Youâre message is solid but your association is flawed. #2A will not go away. It is why we donât look like #Europe yet",Strong Disagreement,3
Billy_Barrell,"Lie. Far less than 850,000. But keep trying. Youâre message is solid but your association is flawed. #2A will not go away. It is why we donât look like #Europe yet",Weak Disagreement,2
Bishopman69,"To everyone that is saying that he is traumatized and can't speak clearly. This ""kid"" made a video thast was supposedly during the shooting and he never messed up while speaking one time then.

Also, does the interviewer say ""just say, i can't put it in perspective.""?",Strong Agreement,4
Bishopman69,"To everyone that is saying that he is traumatized and can't speak clearly. This ""kid"" made a video thast was supposedly during the shooting and he never messed up while speaking one time then.

Also, does the interviewer say ""just say, i can't put it in perspective.""?",Weak Agreement,2
Bishopman69,"To everyone that is saying that he is traumatized and can't speak clearly. This ""kid"" made a video thast was supposedly during the shooting and he never messed up while speaking one time then.

Also, does the interviewer say ""just say, i can't put it in perspective.""?",Weak Disagreement,2
BitchR,"No, Haabâs father pulled him from the town hall because CNN wouldnât let him give a speech.",Neutral,4
BitchR,"No, Haabâs father pulled him from the town hall because CNN wouldnât let him give a speech.",Strong Agreement,1
BitchR,"No, Haabâs father pulled him from the town hall because CNN wouldnât let him give a speech.",Strong Disagreement,2
BitchR,"No, Haabâs father pulled him from the town hall because CNN wouldnât let him give a speech.",Weak Agreement,1
BloodSpear528,"Just gonna put this out there. The only thing gun control is going to do is take away the only thing people use to defend themselves, 99% of school shootings are with illegal firearms. Gun control won't stop those people",Strong Disagreement,1
BloodSpear528,"Just gonna put this out there. The only thing gun control is going to do is take away the only thing people use to defend themselves, 99% of school shootings are with illegal firearms. Gun control won't stop those people",Weak Disagreement,4
BlueEyesBlondee,Thanks for providing this. Who would have though....we did.,Neutral,3
BlueEyesBlondee,Thanks for providing this. Who would have though....we did.,Weak Agreement,2
Bluecatbug,Doesnât anyone find these kids loving the celebrity life created by their friends deaths creepy at best?,Neutral,2
Bluecatbug,Doesnât anyone find these kids loving the celebrity life created by their friends deaths creepy at best?,Strong Disagreement,2
Bluecatbug,Doesnât anyone find these kids loving the celebrity life created by their friends deaths creepy at best?,Weak Agreement,1
BoberFett,"I'm shocked, SHOCKED I TELL YOU, that CNN would do such a thing.",Neutral,2
BoberFett,"I'm shocked, SHOCKED I TELL YOU, that CNN would do such a thing.",Strong Agreement,4
BoberFett,"I'm shocked, SHOCKED I TELL YOU, that CNN would do such a thing.",Weak Agreement,1
BoberFett,"I'm shocked, SHOCKED I TELL YOU, that CNN would do such a thing.",Weak Disagreement,1
BonBee81,This is it clean house at @FBI enough is enough @realDonaldTrump,Neutral,1
BonBee81,This is it clean house at @FBI enough is enough @realDonaldTrump,Strong Agreement,3
BonBee81,This is it clean house at @FBI enough is enough @realDonaldTrump,Weak Agreement,1
BottomFeederMus,so you are that petty to think this kid who survived this wouldnt feel this way?,Neutral,1
BottomFeederMus,so you are that petty to think this kid who survived this wouldnt feel this way?,Strong Disagreement,3
BottomFeederMus,so you are that petty to think this kid who survived this wouldnt feel this way?,Weak Disagreement,1
BourgaizeGail,WOW this whole thing just keeps getting creepier by the day.,Strong Agreement,3
BourgaizeGail,WOW this whole thing just keeps getting creepier by the day.,Weak Agreement,2
BrandiSmile1,#whoisdavidhogg,Neutral,3
BrandiSmile1,#whoisdavidhogg,Strong Agreement,1
BrandiSmile1,#whoisdavidhogg,Weak Agreement,1
BrentWagner,Nut job conspiracy theorist,Strong Disagreement,4
BrentWagner,Nut job conspiracy theorist,Weak Disagreement,1
Brinksknowsbett,"He just want to show some love to his dumpers, and is ok, but always following that with real facts. No making something important is a personal matter.",Neutral,1
Brinksknowsbett,"He just want to show some love to his dumpers, and is ok, but always following that with real facts. No making something important is a personal matter.",Weak Disagreement,4
Brinksknowsbett,"I will said prove it, show the paper with the script, period.",Strong Disagreement,3
Brinksknowsbett,"I will said prove it, show the paper with the script, period.",Weak Agreement,1
Brinksknowsbett,"I will said prove it, show the paper with the script, period.",Weak Disagreement,1
Brooklynmom1,Sorros for sure,Strong Agreement,1
Brooklynmom1,Sorros for sure,Strong Disagreement,1
Brooklynmom1,Sorros for sure,Weak Agreement,3
Brycebe57479283,No big surprise there #FakeNewsCNN a one sided scripted town hall @realDonaldTrump the real town hall in the White House,Strong Agreement,3
Brycebe57479283,No big surprise there #FakeNewsCNN a one sided scripted town hall @realDonaldTrump the real town hall in the White House,Weak Agreement,1
Brycebe57479283,No big surprise there #FakeNewsCNN a one sided scripted town hall @realDonaldTrump the real town hall in the White House,Weak Disagreement,1
Btully41Tully,Grief affects us all differently,Neutral,2
Btully41Tully,Grief affects us all differently,Strong Agreement,1
Btully41Tully,Grief affects us all differently,Strong Disagreement,2
BuckCityPig,He looks like he might even be trying out for a new anchor position. He kid get this right or your finished in the fake news industry,Strong Agreement,7
BuckCityPig,He looks like he might even be trying out for a new anchor position. He kid get this right or your finished in the fake news industry,Weak Agreement,1
C3rvantes,"Time out of school, no homework, be on tv... punkmuthafukkas",Neutral,3
C3rvantes,"Time out of school, no homework, be on tv... punkmuthafukkas",Weak Agreement,2
CHearSpeakNEvil,"Interesting that Hogg references his friend was in the bathroom where the ""hallway shooter"" was, not Cruz or shooter but ""hallway shooter"" 3 students have said more than one shooter, now Hogg terminology implies that also!",Neutral,2
CHearSpeakNEvil,"Interesting that Hogg references his friend was in the bathroom where the ""hallway shooter"" was, not Cruz or shooter but ""hallway shooter"" 3 students have said more than one shooter, now Hogg terminology implies that also!",Strong Agreement,2
CHearSpeakNEvil,"Interesting that Hogg references his friend was in the bathroom where the ""hallway shooter"" was, not Cruz or shooter but ""hallway shooter"" 3 students have said more than one shooter, now Hogg terminology implies that also!",Weak Agreement,4
CMontyBurnsIII,"If anyone knows about fraudulent online posts, it's Jacob.",Neutral,1
CMontyBurnsIII,"If anyone knows about fraudulent online posts, it's Jacob.",Strong Disagreement,1
CMontyBurnsIII,"If anyone knows about fraudulent online posts, it's Jacob.",Weak Disagreement,3
CORredbank,He was the only pro-gun rights advocate in the audience?,Neutral,4
CORredbank,He was the only pro-gun rights advocate in the audience?,Weak Disagreement,1
CS70,Any updates on the Colton Haab story?,Neutral,4
CS70,Any updates on the Colton Haab story?,Weak Agreement,1
CTrot35,850k?? I don't think so.,Strong Disagreement,2
CTrot35,850k?? I don't think so.,Weak Disagreement,3
CampKayio,"I totally got waaaaayyyy ore than $300, Veterans can get anywhere from $20,000 to $200,000 for showing up in uniform.. I only had to do about 3 marches before I became independently wealthy....",Strong Agreement,3
CampKayio,"I totally got waaaaayyyy ore than $300, Veterans can get anywhere from $20,000 to $200,000 for showing up in uniform.. I only had to do about 3 marches before I became independently wealthy....",Strong Disagreement,2
Canadas_Awesome,"Shape the narrative.

In CNNs case it's also called shape the bullshit.",Strong Agreement,4
Canadas_Awesome,"Shape the narrative.

In CNNs case it's also called shape the bullshit.",Weak Agreement,2
Canadas_Awesome,"Shape the narrative.

In CNNs case it's also called shape the bullshit.",Weak Disagreement,2
Canadiancovfefe,Wow!!!  Not the slightest bit credible.,Strong Agreement,4
Canadiancovfefe,Wow!!!  Not the slightest bit credible.,Strong Disagreement,1
CaptKevinB,It's called child abuse. Serious emotional injury.,Strong Agreement,3
CaptKevinB,It's called child abuse. Serious emotional injury.,Weak Agreement,3
CaptKevinB,It's called child abuse. Serious emotional injury.,Weak Disagreement,2
CarlaCube,"Did you ever pay that fine you owed related to your ""investment"" firm.",Neutral,3
CarlaCube,"Did you ever pay that fine you owed related to your ""investment"" firm.",Strong Agreement,1
CarlaCube,"Did you ever pay that fine you owed related to your ""investment"" firm.",Strong Disagreement,2
CarlaCube,"Did you ever pay that fine you owed related to your ""investment"" firm.",Weak Disagreement,2
Cat_5_Cane,"Consider who else would be on Craigslit asking for names, pics and phone numbers...especially if the ad would draw kid/teens.",Neutral,1
Cat_5_Cane,"Consider who else would be on Craigslit asking for names, pics and phone numbers...especially if the ad would draw kid/teens.",Strong Agreement,1
Cat_5_Cane,"Consider who else would be on Craigslit asking for names, pics and phone numbers...especially if the ad would draw kid/teens.",Weak Agreement,3
Cat_5_Cane,"Consider who else would be on Craigslit asking for names, pics and phone numbers...especially if the ad would draw kid/teens.",Weak Disagreement,3
CateM5550,Agreed...,Neutral,1
CateM5550,Agreed...,Weak Agreement,4
CatyKean,He better be careful because some CNN whack job may show up at his house with cameras rolling to harass him like they did to that woman.,Strong Agreement,4
CatyKean,He better be careful because some CNN whack job may show up at his house with cameras rolling to harass him like they did to that woman.,Weak Agreement,3
CatyKean,He better be careful because some CNN whack job may show up at his house with cameras rolling to harass him like they did to that woman.,Weak Disagreement,1
CesquireCowen,The left can just be called The Censorship Party.,Neutral,1
CesquireCowen,The left can just be called The Censorship Party.,Strong Agreement,3
CesquireCowen,The left can just be called The Censorship Party.,Weak Disagreement,1
Chainsman,"When @WMATA reports 500,000 trips on Metrorail, it translates to 250,000 people.  How did the other 500,000+ people get into town?
I fully support you but don't lie about your attendance like @realDonaldTrump did.",Strong Disagreement,1
Chainsman,"When @WMATA reports 500,000 trips on Metrorail, it translates to 250,000 people.  How did the other 500,000+ people get into town?
I fully support you but don't lie about your attendance like @realDonaldTrump did.",Weak Agreement,1
Chainsman,"When @WMATA reports 500,000 trips on Metrorail, it translates to 250,000 people.  How did the other 500,000+ people get into town?
I fully support you but don't lie about your attendance like @realDonaldTrump did.",Weak Disagreement,6
Charliebravillo,This is girl's was presents love u america,Neutral,1
Charliebravillo,This is girl's was presents love u america,Strong Agreement,1
Charliebravillo,This is girl's was presents love u america,Weak Agreement,3
CheryleWharton,"@JacobAWohl appreciate you bringing this to my attention.  Please ask Soros to send me a check.  A friend and I went to a March but missed the check,  I am sure the 200 other people with us also missed their checks.",Strong Disagreement,3
CheryleWharton,"@JacobAWohl appreciate you bringing this to my attention.  Please ask Soros to send me a check.  A friend and I went to a March but missed the check,  I am sure the 200 other people with us also missed their checks.",Weak Agreement,1
