tweet_id,user_id,screen_name,text,time,Fake News
9.68E+17,8.05E+17,Debleespecial,I've saved it everywhere. It's in good hands. He says he doesn't care... CNN seems to.,2/25/2018 23:33,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
9.67E+17,2683471818,deltaweese,@CiglianoPam Read and Retweet! @realDonaldTrump  #ExposeCNN Disdain42ndAmend #FireFBIDirector God Bless  My President,2/23/2018 3:25,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
9.67E+17,7.85E+17,Duffy_1958,@JackAgainski @PGHowie2 @Toastmmaster @firemanjohn628,2/23/2018 1:05,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
9.67E+17,525788032,bubbyCovfefe411,Thank you. Vote Republican& #MAGA. ,2/22/2018 17:56,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
9.67E+17,1176708848,Twin_Travel,"Yeah, as thousands of us already know, #DavidHogg & his Youtube selection where he tries to get a beach guard fired in Southern California has been pulled #censorship",2/22/2018 11:05,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
9.67E+17,8.65E+17,MAGA_TD_Corky,Holy shit!!  So busted!!  Libwads are pure FAKE!!! ,2/22/2018 8:11,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
9.67E+17,314616501,HeavilyFavored,https://twitter.com/HeavilyFavored/status/966530332005715968 …,2/22/2018 4:41,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
9.67E+17,4398375681,CrDavid19,"I don't know about this one, there are too may edits and cuts for my liking.  While I think he's a wee fraud, this video isn't ""right"".  Pity we can't get the raw, uncut version.",2/22/2018 3:59,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
9.70E+17,3162594446,SL_OKC,"Question 
Why do you want 

The Real Woke Bro

To see this?",3/2/2018 19:37,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
9.71E+17,7.81E+17,AALIVESMATTER,Every time I #retweet this when I see it #MAGA #sheep365 #HoggTied #HoggWash #DraintheSwamp #FakeNews #exploitation #ParklandShooting #BrowardCounty #NRA #PatriotsUnite #AmericaFirst #Trump @realDonaldTrump @POTUS #Pray4DJT,3/5/2018 16:44,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
9.69E+17,30198443,djreiner,Fake???  Maybe???,3/1/2018 0:42,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
9.69E+17,227894398,Kate4Djt,Already trying. Read bottom,2/28/2018 3:47,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
9.69E+17,441940470,G_Pond47,"MSM, Scripted Liberal Fake News.",2/27/2018 20:30,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
9.68E+17,7.70E+17,liberalismental,I’m guessing Hollyweird won’t come knocking any time soon?,2/25/2018 13:35,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
9.67E+17,22891214,Robbin_Young,RT’d ,2/23/2018 5:39,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
9.67E+17,74082962,tim_nicolai,"This will be shocking for Lucian, I know, but most interviewees being recorded get multiple cracks to say what they want to say because most people are, uh, nervous ordinary citizens.",2/22/2018 18:24,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
9.67E+17,9.17E+17,NonTexanInTexas,"If you had ever been interviewed by a television reporter you would know that as soon as the bright light comes on and camera is rolling, it is very difficult. This isn’t someone being coached. These are a nervous child’s outtakes. You. Are. Insulting.",2/22/2018 11:04,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
9.67E+17,7.85E+17,DeplorityReport,Here's his buddy---another fraud.,2/22/2018 8:24,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
9.66E+17,9.65E+17,JaHardy65,To all of you people that are blaming Trump------- And how many mass shootings happened under your god Obama? Exactly how did he stop them? WAITING!,2/22/2018 0:06,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
9.66E+17,7.67E+17,robertjones3575,next time get your anti-NRA coaches to write your Leftist bullsh*t on CUE CARDS!!,2/21/2018 23:34,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
9.66E+17,4528626621,realWyattGurp,"His description is that of someone who is rehearsing what to say, rather than recalling from memory events witnessed. I mean really. No wonder Youtube is going censor happy, wtf is this!",2/21/2018 23:27,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
9.66E+17,228439382,NormDePlume69,"You people have issues. You need to get outside and get some fresh air and exercise and rethink your life choices.
Attacking survivors of a school shooting if the bottom of the barrel.",2/21/2018 20:17,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
9.66E+17,1605521748,koshernost,I'm willing to renounce my atheism long enough to hope Satan's got Lucian's spot in Hell all picked out and waiting.,2/21/2018 20:07,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
9.78E+17,9.67E+17,JayKliever,Well The Liberal does  to Champion there Criminals.,3/24/2018 14:15,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
9.69E+17,3540707537,juliedavisraley,Todays kids think any facetime is good. Everyone wants to be a paid mouthpiece.,2/28/2018 11:30,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
9.68E+17,9.67E+17,fv_freedom,Check out http://Freedomvine.com  for Conservative Censorship-Free News. Freedom Vine is a New Social Media Network based on Free Speech. Let's Make Media Fair Again! #freedomvine #FreeSpeech #Mediabias,2/27/2018 7:36,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
9.68E+17,8.81E+17,BourgaizeGail,WOW this whole thing just keeps getting creepier by the day.,2/27/2018 6:43,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
9.67E+17,1026804151,AliceRountry,He looks like James Comey,2/23/2018 2:49,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
9.67E+17,3238230728,isleofcapri777,Yeah he mixes up his words.Definitely coached by CNN.Lying cheating liberals,2/23/2018 1:51,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
9.67E+17,1176708848,Twin_Travel,#done,2/22/2018 10:46,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
9.67E+17,2310907099,borntobefired,With David Hogg's CNN relationship is @CNN providing guns to school shooters?,2/22/2018 5:22,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
9.67E+17,3725831532,1206geauxtigers,"Research/critical think:
1) Is David Hogg a student a Stoneman Douglas High School?
2) Was he accounted as ""present"" the day of the shooting?
Answers to both questions = YES, which means #CrisisActors theory is insane.
Why go after kids who saw their friends die in front of them?",2/22/2018 3:16,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
9.66E+17,7.18E+17,dagnon_carole,"I am concerned, this kid was all over in LA last summer after a shooting say the same lines??? What’s up with that?",2/22/2018 0:14,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
9.66E+17,9.50E+17,pcommonsense,Truth,2/21/2018 21:17,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
9.66E+17,262325223,BrentWagner,Nut job conspiracy theorist,2/21/2018 20:56,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
9.66E+17,24959466,lisadpitt64,Please! This kid is smart! you and the rest of the conspiracy activist should be so lucky to be as smart.,2/21/2018 20:33,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
9.66E+17,26334824,chillipope,way to do the troll farm's work for them,2/21/2018 20:29,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
9.66E+17,35467771,Deborahw37,"I do indeed know what to do and I just did it, reported you for targetted harassment because there is not a category for ""Terrible excuse for a human being""",2/21/2018 20:25,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
9.68E+17,589606816,MarciaBunney,Report him - it’s the best action to take.,2/25/2018 6:41,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
9.66E+17,9.59E+17,JCD1278,Wow.  Imagine being a bad enough human to attack teenagers who just survived a mass shooting.,2/21/2018 20:11,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
9.67E+17,9.32E+17,TerriLynn510,Liar! #RussianTroll go collect your check ,2/22/2018 20:57,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
9.69E+17,30576483,MMKinney,Don’t be silly. I’ve started following him on Twitter. This tape is edited. He looked like he was trying not to cry.,3/2/2018 3:32,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
9.69E+17,2716850508,jaijairry,"If it goes against your morals and values you will never be able to produce,",2/28/2018 22:20,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
9.69E+17,7.19E+17,tod1776,#Retweet,2/28/2018 15:33,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
9.68E+17,908963659,QueenDPortugal,This is shocking,2/26/2018 3:51,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
9.68E+17,3589010426,ZemanLynnZ,You need professional help @lucianwintrich ... sooner than later ,2/25/2018 13:11,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
9.67E+17,8.79E+17,WallaceKennett,"""I can't remember my lines!""",2/23/2018 5:39,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
9.67E+17,2532745032,mcumming13,How can people denie that this young man is scripted ? I just don’t get it ,2/23/2018 3:50,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
9.67E+17,7.03E+17,bridget4kicks,BTW #DavidHogg is NOT a Florida high school student. He's actually a graduate of a high school in California.,2/22/2018 22:28,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
9.67E+17,57458520,tybrown3,I thought the students who played dead gunshot victims were particularly skilled.,2/22/2018 15:06,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
9.67E+17,2281093466,PJ1963Indy,A tool of lefties- exposed.,2/22/2018 13:11,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
9.67E+17,41687149,cornbreadpapa,Soy boy,2/22/2018 2:47,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
9.66E+17,876245732,forusewhendrunk,it's weird watching people attack the survivors or a terrorist attack,2/21/2018 21:21,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
9.66E+17,48775358,TheLadyofLedger,"This is what you call heavily coached?....and told what to say?...no, the kid is nervous with a camera in his face. Keep chug-a-luggin that #Trumpberrykoolaid.",2/21/2018 20:35,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
9.66E+17,372494314,waggles111,You have some nerve. Trump can’t zip his own fly up without help.,2/21/2018 20:16,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
