tweet_id,user_id,screen_name,text,time,Fake News
9.79E+17,898964820,MarkWingerd1,"OK!
Mobilize!
- Iowa Progressive Emerges As
Serious Challenger To Congressional Republican Steve King
- https://bit.ly/2ITS4fm 
- Candidate : J.D. Scholten
- Volunteer to Phone Bank
    https://www.scholten4iowa.com/Join-The-Team/Volunteer …
- Contact: info@scholten4iowa.com
I did - - And for Conor Lamb, PA-18",3/27/2018 12:23,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.79E+17,9.42E+17,LiveOutLoud03,"In reality it was closer to 200,000 according to two separate expert analyses",3/27/2018 10:46,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.79E+17,1341799256,Minerva452010,"The politicians need to look at this photo....850,000 people marching on DC, marching with a message to Capitol Hill......ban the guns now !",3/27/2018 9:24,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.79E+17,1341799256,Minerva452010,Awesome March For Our Lives protest march that rocked Washington !,3/27/2018 9:23,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.79E+17,7.48E+17,__SERIOUSLY___,"Inflated the numbers A LOT there, tell the TRUTH:  It was 200K  NOT 800K",3/27/2018 6:49,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,9.69E+17,ar15_gun,"Fake news alert. There was not 850k people in DC, there was only 200k. Next time find someone to properly dress the kiddies. https://s7.postimg.org/rr09g0tvv/image.jpg …",3/27/2018 4:56,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,2459121330,PoliticDeb,Not true.   March for Our Lives organizers dramatically inflate crowd size.,3/27/2018 4:55,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,8.22E+17,Spockout1,#MarchForOurLives #neveragain,3/27/2018 3:52,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,8.39E+17,scrolling_2468,What were the LA numbers?,3/27/2018 3:38,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,30929270,Billy_Barrell,"Lie. Far less than 850,000. But keep trying. You’re message is solid but your association is flawed. #2A will not go away. It is why we don’t look like #Europe yet",3/27/2018 3:31,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,3272470699,Truthdojo,What was accomplished exactly?,3/27/2018 3:18,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,296438132,dentontraveler,"My wife is a teacher, this impacts me as much as it does the youth of this nation. I hope that this will show DC. Youth of this nation will rise, they will make a great impact in the political landscape... If not now, it is just a matter of time. #ChangeIsComing #NeverAgain",3/27/2018 2:56,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,253090301,TirriGuy33,What? That’s double the people who showed up at the Jerk inauguration!,3/27/2018 2:28,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,19410542,Chainsman,"When @WMATA reports 500,000 trips on Metrorail, it translates to 250,000 people.  How did the other 500,000+ people get into town?
I fully support you but don't lie about your attendance like @realDonaldTrump did.",3/27/2018 1:25,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,2454335684,kennyb219,#ThrowThemOut,3/27/2018 0:58,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,109180685,PeacemakerRD58,"The opposition will outlast you and assume that you and your twisted opinion will go away. Your only hope for change, is to get out and vote for others that feel like you do. Those that believe they can provoke change, if given the chance. VOTE!!!",3/27/2018 0:39,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,109180685,PeacemakerRD58,"Gotta love their spirit and faith, but within months of these events passing, reality will set in and the position that their parents found themselves in, in their youth will come to light. Protests do little but allow emotional people to vent their frustrations.",3/27/2018 0:35,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,136369600,amohgyebi,"Liars, you lying about the figures, reports claim about 200,00",3/26/2018 23:54,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,263616936,armkevgto,BS,3/26/2018 23:14,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
